horse_number,horse_name,frame,actual_running_style,position_m,rank,lane,gap_from_leader,race_power,performance_index,late_phase,time,elapsed_time,progress
2,ミュージアムマイル,1,先行,1984.122,2,0.0,2.5,73.195,82.272,0.758,128.169,128.169,0.903
16,メイショウタバル,8,逃げ,1981.622,3,7.0,5.0,74.557,75.358,0.758,128.169,128.169,0.903
17,レガレイラ,8,先行,1979.122,4,7.0,7.5,68.507,79.338,0.758,128.169,128.169,0.903
4,ミクニインスパイア,2,先行,1976.622,5,1.0,10.0,62.769,75.093,0.758,128.169,128.169,0.903
7,ファミリータイム,4,先行,1974.122,6,3.22,12.5,60.592,73.6,0.758,128.169,128.169,0.903
1,ダノンデサイル,1,差し,1971.622,7,0.67,15.0,79.175,85.766,0.758,128.169,128.169,0.903
12,マイネルエンペラー,6,逃げ,1969.122,8,5.0,17.5,52.086,66.306,0.758,128.169,128.169,0.903
9,コスモキュランダ,5,先行,1966.622,9,4.22,20.0,64.219,71.241,0.758,128.169,128.169,0.903
15,マイユニバース,7,差し,1964.122,10,6.67,22.5,70.558,80.631,0.758,128.169,128.169,0.903
13,シェイクユアハート,7,差し,1961.622,11,6.67,25.0,67.357,78.592,0.758,128.169,128.169,0.903
14,スティンガーグラス,7,差し,1959.122,12,6.45,27.5,61.121,77.264,0.758,128.169,128.169,0.903
8,タガノデュード,4,追込,1956.622,13,3.65,30.0,71.2,81.806,0.758,128.169,128.169,0.903
3,シュガークン,2,先行,1954.122,14,1.22,32.5,52.467,61.843,0.758,128.169,128.169,0.903
10,ジューンテイク,5,差し,1951.622,15,4.45,35.0,67.114,73.771,0.758,128.169,128.169,0.903
11,シンエンペラー,6,差し,1951.622,16,5.67,35.0,54.86,73.209,0.758,128.169,128.169,0.903
18,ミステリーウェイ,8,先行,1951.622,17,7.0,35.0,43.76,58.039,0.758,128.169,128.169,0.903
6,ビザンチンドリーム,3,追込,1951.622,18,2.65,35.0,58.422,76.695,0.758,128.169,128.169,0.903
5,クロワデュノール,3,先行,1993.98,1,2.22,0.0,84.154,89.408,0.766,128.644,128.644,0.9064
2,ミュージアムマイル,1,先行,1991.48,2,0.0,2.5,73.195,82.272,0.766,128.644,128.644,0.9064
16,メイショウタバル,8,逃げ,1988.98,3,7.0,5.0,74.557,75.358,0.766,128.644,128.644,0.9064
17,レガレイラ,8,先行,1986.48,4,7.0,7.5,68.507,79.338,0.766,128.644,128.644,0.9064
4,ミクニインスパイア,2,先行,1983.98,5,1.0,10.0,62.769,75.093,0.766,128.644,128.644,0.9064
1,ダノンデサイル,1,差し,1981.48,6,0.67,12.5,79.175,85.766,0.766,128.644,128.644,0.9064
7,ファミリータイム,4,先行,1978.98,7,3.22,15.0,60.592,73.6,0.766,128.644,128.644,0.9064
12,マイネルエンペラー,6,逃げ,1976.48,8,5.0,17.5,52.086,66.306,0.766,128.644,128.644,0.9064
9,コスモキュランダ,5,先行,1973.98,9,4.22,20.0,64.219,71.241,0.766,128.644,128.644,0.9064
15,マイユニバース,7,差し,1971.48,10,6.67,22.5,70.558,80.631,0.766,128.644,128.644,0.9064
13,シェイクユアハート,7,差し,1968.98,11,6.67,25.0,67.357,78.592,0.766,128.644,128.644,0.9064
14,スティンガーグラス,7,差し,1966.48,12,6.45,27.5,61.121,77.264,0.766,128.644,128.644,0.9064
8,タガノデュード,4,追込,1963.98,13,3.65,30.0,71.2,81.806,0.766,128.644,128.644,0.9064
10,ジューンテイク,5,差し,1961.48,14,4.45,32.5,67.114,73.771,0.766,128.644,128.644,0.9064
3,シュガークン,2,先行,1958.98,15,1.22,35.0,52.467,61.843,0.766,128.644,128.644,0.9064
11,シンエンペラー,6,差し,1958.98,16,5.67,35.0,54.86,73.209,0.766,128.644,128.644,0.9064
6,ビザンチンドリーム,3,追込,1958.98,17,2.65,35.0,58.422,76.695,0.766,128.644,128.644,0.9064
18,ミステリーウェイ,8,先行,1958.98,18,7.0,35.0,43.76,58.039,0.766,128.644,128.644,0.9064
5,クロワデュノール,3,先行,2001.338,1,2.22,0.0,84.154,89.408,0.774,129.119,129.119,0.9097
2,ミュージアムマイル,1,先行,1998.838,2,0.0,2.5,73.195,82.272,0.774,129.119,129.119,0.9097
16,メイショウタバル,8,逃げ,1996.338,3,7.0,5.0,74.557,75.358,0.774,129.119,129.119,0.9097
17,レガレイラ,8,先行,1993.838,4,7.0,7.5,68.507,79.338,0.774,129.119,129.119,0.9097
4,ミクニインスパイア,2,先行,1991.338,5,1.0,10.0,62.769,75.093,0.774,129.119,129.119,0.9097
1,ダノンデサイル,1,差し,1988.838,6,0.67,12.5,79.175,85.766,0.774,129.119,129.119,0.9097
7,ファミリータイム,4,先行,1986.338,7,3.22,15.0,60.592,73.6,0.774,129.119,129.119,0.9097
12,マイネルエンペラー,6,逃げ,1983.838,8,5.0,17.5,52.086,66.306,0.774,129.119,129.119,0.9097
9,コスモキュランダ,5,先行,1981.338,9,4.22,20.0,64.219,71.241,0.774,129.119,129.119,0.9097
15,マイユニバース,7,差し,1978.838,10,6.67,22.5,70.558,80.631,0.774,129.119,129.119,0.9097
13,シェイクユアハート,7,差し,1976.338,11,6.67,25.0,67.357,78.592,0.774,129.119,129.119,0.9097
14,スティンガーグラス,7,差し,1973.838,12,6.45,27.5,61.121,77.264,0.774,129.119,129.119,0.9097
8,タガノデュード,4,追込,1971.338,13,3.65,30.0,71.2,81.806,0.774,129.119,129.119,0.9097
10,ジューンテイク,5,差し,1968.838,14,4.45,32.5,67.114,73.771,0.774,129.119,129.119,0.9097
3,シュガークン,2,先行,1966.338,15,1.22,35.0,52.467,61.843,0.774,129.119,129.119,0.9097
11,シンエンペラー,6,差し,1966.338,16,5.67,35.0,54.86,73.209,0.774,129.119,129.119,0.9097
6,ビザンチンドリーム,3,追込,1966.338,17,2.65,35.0,58.422,76.695,0.774,129.119,129.119,0.9097
18,ミステリーウェイ,8,先行,1966.338,18,7.0,35.0,43.76,58.039,0.774,129.119,129.119,0.9097
5,クロワデュノール,3,先行,2008.696,1,2.22,0.0,84.154,89.408,0.783,129.593,129.593,0.913
2,ミュージアムマイル,1,先行,2006.196,2,0.0,2.5,73.195,82.272,0.783,129.593,129.593,0.913
16,メイショウタバル,8,逃げ,2003.696,3,7.0,5.0,74.557,75.358,0.783,129.593,129.593,0.913
17,レガレイラ,8,先行,2001.196,4,7.0,7.5,68.507,79.338,0.783,129.593,129.593,0.913
4,ミクニインスパイア,2,先行,1998.696,5,1.0,10.0,62.769,75.093,0.783,129.593,129.593,0.913
1,ダノンデサイル,1,差し,1996.196,6,0.67,12.5,79.175,85.766,0.783,129.593,129.593,0.913
7,ファミリータイム,4,先行,1993.696,7,3.22,15.0,60.592,73.6,0.783,129.593,129.593,0.913
12,マイネルエンペラー,6,逃げ,1991.196,8,5.0,17.5,52.086,66.306,0.783,129.593,129.593,0.913
9,コスモキュランダ,5,先行,1988.696,9,4.22,20.0,64.219,71.241,0.783,129.593,129.593,0.913
15,マイユニバース,7,差し,1986.196,10,6.67,22.5,70.558,80.631,0.783,129.593,129.593,0.913
13,シェイクユアハート,7,差し,1983.696,11,6.67,25.0,67.357,78.592,0.783,129.593,129.593,0.913
14,スティンガーグラス,7,差し,1981.196,12,6.45,27.5,61.121,77.264,0.783,129.593,129.593,0.913
8,タガノデュード,4,追込,1978.696,13,3.65,30.0,71.2,81.806,0.783,129.593,129.593,0.913
10,ジューンテイク,5,差し,1976.196,14,4.45,32.5,67.114,73.771,0.783,129.593,129.593,0.913
11,シンエンペラー,6,差し,1973.696,15,5.67,35.0,54.86,73.209,0.783,129.593,129.593,0.913
3,シュガークン,2,先行,1973.696,16,1.22,35.0,52.467,61.843,0.783,129.593,129.593,0.913
6,ビザンチンドリーム,3,追込,1973.696,17,2.65,35.0,58.422,76.695,0.783,129.593,129.593,0.913
18,ミステリーウェイ,8,先行,1973.696,18,7.0,35.0,43.76,58.039,0.783,129.593,129.593,0.913
5,クロワデュノール,3,先行,2016.054,1,2.22,0.0,84.154,89.408,0.791,130.068,130.068,0.9164
2,ミュージアムマイル,1,先行,2013.554,2,0.0,2.5,73.195,82.272,0.791,130.068,130.068,0.9164
16,メイショウタバル,8,逃げ,2011.054,3,7.0,5.0,74.557,75.358,0.791,130.068,130.068,0.9164
17,レガレイラ,8,先行,2008.554,4,7.0,7.5,68.507,79.338,0.791,130.068,130.068,0.9164
1,ダノンデサイル,1,差し,2006.054,5,0.67,10.0,79.175,85.766,0.791,130.068,130.068,0.9164
4,ミクニインスパイア,2,先行,2003.554,6,1.0,12.5,62.769,75.093,0.791,130.068,130.068,0.9164
7,ファミリータイム,4,先行,2001.054,7,3.22,15.0,60.592,73.6,0.791,130.068,130.068,0.9164
12,マイネルエンペラー,6,逃げ,1998.554,8,5.0,17.5,52.086,66.306,0.791,130.068,130.068,0.9164
9,コスモキュランダ,5,先行,1996.054,9,4.22,20.0,64.219,71.241,0.791,130.068,130.068,0.9164
15,マイユニバース,7,差し,1993.554,10,6.67,22.5,70.558,80.631,0.791,130.068,130.068,0.9164
13,シェイクユアハート,7,差し,1991.054,11,6.67,25.0,67.357,78.592,0.791,130.068,130.068,0.9164
14,スティンガーグラス,7,差し,1988.554,12,6.45,27.5,61.121,77.264,0.791,130.068,130.068,0.9164
8,タガノデュード,4,追込,1986.054,13,3.65,30.0,71.2,81.806,0.791,130.068,130.068,0.9164
10,ジューンテイク,5,差し,1983.554,14,4.45,32.5,67.114,73.771,0.791,130.068,130.068,0.9164
11,シンエンペラー,6,差し,1981.054,15,5.67,35.0,54.86,73.209,0.791,130.068,130.068,0.9164
3,シュガークン,2,先行,1981.054,16,1.22,35.0,52.467,61.843,0.791,130.068,130.068,0.9164
6,ビザンチンドリーム,3,追込,1981.054,17,2.65,35.0,58.422,76.695,0.791,130.068,130.068,0.9164
18,ミステリーウェイ,8,先行,1981.054,18,7.0,35.0,43.76,58.039,0.791,130.068,130.068,0.9164
5,クロワデュノール,3,先行,2023.411,1,2.22,0.0,84.154,89.408,0.799,130.543,130.543,0.9197
2,ミュージアムマイル,1,先行,2020.911,2,0.0,2.5,73.195,82.272,0.799,130.543,130.543,0.9197
16,メイショウタバル,8,逃げ,2018.411,3,7.0,5.0,74.557,75.358,0.799,130.543,130.543,0.9197
17,レガレイラ,8,先行,2015.911,4,7.0,7.5,68.507,79.338,0.799,130.543,130.543,0.9197
1,ダノンデサイル,1,差し,2013.411,5,0.67,10.0,79.175,85.766,0.799,130.543,130.543,0.9197
4,ミクニインスパイア,2,先行,2010.911,6,1.0,12.5,62.769,75.093,0.799,130.543,130.543,0.9197
7,ファミリータイム,4,先行,2008.411,7,3.22,15.0,60.592,73.6,0.799,130.543,130.543,0.9197
9,コスモキュランダ,5,先行,2005.911,8,4.22,17.5,64.219,71.241,0.799,130.543,130.543,0.9197
12,マイネルエンペラー,6,逃げ,2003.411,9,5.0,20.0,52.086,66.306,0.799,130.543,130.543,0.9197
15,マイユニバース,7,差し,2000.911,10,6.67,22.5,70.558,80.631,0.799,130.543,130.543,0.9197
13,シェイクユアハート,7,差し,1998.411,11,6.67,25.0,67.357,78.592,0.799,130.543,130.543,0.9197
14,スティンガーグラス,7,差し,1995.911,12,6.45,27.5,61.121,77.264,0.799,130.543,130.543,0.9197
8,タガノデュード,4,追込,1993.411,13,3.65,30.0,71.2,81.806,0.799,130.543,130.543,0.9197
10,ジューンテイク,5,差し,1990.911,14,4.45,32.5,67.114,73.771,0.799,130.543,130.543,0.9197
11,シンエンペラー,6,差し,1988.411,15,5.67,35.0,54.86,73.209,0.799,130.543,130.543,0.9197
3,シュガークン,2,先行,1988.411,16,1.22,35.0,52.467,61.843,0.799,130.543,130.543,0.9197
6,ビザンチンドリーム,3,追込,1988.411,17,2.65,35.0,58.422,76.695,0.799,130.543,130.543,0.9197
18,ミステリーウェイ,8,先行,1988.411,18,7.0,35.0,43.76,58.039,0.799,130.543,130.543,0.9197
5,クロワデュノール,3,先行,2030.769,1,2.22,0.0,84.154,89.408,0.808,131.017,131.017,0.9231
2,ミュージアムマイル,1,先行,2028.269,2,0.0,2.5,73.195,82.272,0.808,131.017,131.017,0.9231
16,メイショウタバル,8,逃げ,2025.769,3,7.0,5.0,74.557,75.358,0.808,131.017,131.017,0.9231
17,レガレイラ,8,先行,2023.269,4,7.0,7.5,68.507,79.338,0.808,131.017,131.017,0.9231
1,ダノンデサイル,1,差し,2020.769,5,0.67,10.0,79.175,85.766,0.808,131.017,131.017,0.9231
4,ミクニインスパイア,2,先行,2018.269,6,1.0,12.5,62.769,75.093,0.808,131.017,131.017,0.9231
7,ファミリータイム,4,先行,2015.769,7,3.22,15.0,60.592,73.6,0.808,131.017,131.017,0.9231
9,コスモキュランダ,5,先行,2013.269,8,4.22,17.5,64.219,71.241,0.808,131.017,131.017,0.9231
15,マイユニバース,7,差し,2010.769,9,6.67,20.0,70.558,80.631,0.808,131.017,131.017,0.9231
12,マイネルエンペラー,6,逃げ,2008.269,10,5.0,22.5,52.086,66.306,0.808,131.017,131.017,0.9231
13,シェイクユアハート,7,差し,2005.769,11,6.67,25.0,67.357,78.592,0.808,131.017,131.017,0.9231
14,スティンガーグラス,7,差し,2003.269,12,6.45,27.5,61.121,77.264,0.808,131.017,131.017,0.9231
8,タガノデュード,4,追込,2000.769,13,3.65,30.0,71.2,81.806,0.808,131.017,131.017,0.9231
10,ジューンテイク,5,差し,1998.269,14,4.45,32.5,67.114,73.771,0.808,131.017,131.017,0.9231
11,シンエンペラー,6,差し,1995.769,15,5.67,35.0,54.86,73.209,0.808,131.017,131.017,0.9231
6,ビザンチンドリーム,3,追込,1995.769,16,2.65,35.0,58.422,76.695,0.808,131.017,131.017,0.9231
3,シュガークン,2,先行,1995.769,17,1.22,35.0,52.467,61.843,0.808,131.017,131.017,0.9231
18,ミステリーウェイ,8,先行,1995.769,18,7.0,35.0,43.76,58.039,0.808,131.017,131.017,0.9231
5,クロワデュノール,3,先行,2038.127,1,2.22,0.0,84.154,89.408,0.816,131.492,131.492,0.9264
2,ミュージアムマイル,1,先行,2035.627,2,0.0,2.5,73.195,82.272,0.816,131.492,131.492,0.9264
16,メイショウタバル,8,逃げ,2033.127,3,7.0,5.0,74.557,75.358,0.816,131.492,131.492,0.9264
17,レガレイラ,8,先行,2030.627,4,7.0,7.5,68.507,79.338,0.816,131.492,131.492,0.9264
1,ダノンデサイル,1,差し,2028.127,5,0.67,10.0,79.175,85.766,0.816,131.492,131.492,0.9264
4,ミクニインスパイア,2,先行,2025.627,6,1.0,12.5,62.769,75.093,0.816,131.492,131.492,0.9264
7,ファミリータイム,4,先行,2023.127,7,3.22,15.0,60.592,73.6,0.816,131.492,131.492,0.9264
15,マイユニバース,7,差し,2020.627,8,6.67,17.5,70.558,80.631,0.816,131.492,131.492,0.9264
9,コスモキュランダ,5,先行,2018.127,9,4.22,20.0,64.219,71.241,0.816,131.492,131.492,0.9264
12,マイネルエンペラー,6,逃げ,2015.627,10,5.0,22.5,52.086,66.306,0.816,131.492,131.492,0.9264
13,シェイクユアハート,7,差し,2013.127,11,6.67,25.0,67.357,78.592,0.816,131.492,131.492,0.9264
8,タガノデュード,4,追込,2010.627,12,3.65,27.5,71.2,81.806,0.816,131.492,131.492,0.9264
14,スティンガーグラス,7,差し,2008.127,13,6.45,30.0,61.121,77.264,0.816,131.492,131.492,0.9264
10,ジューンテイク,5,差し,2005.627,14,4.45,32.5,67.114,73.771,0.816,131.492,131.492,0.9264
11,シンエンペラー,6,差し,2003.127,15,5.67,35.0,54.86,73.209,0.816,131.492,131.492,0.9264
6,ビザンチンドリーム,3,追込,2003.127,16,2.65,35.0,58.422,76.695,0.816,131.492,131.492,0.9264
3,シュガークン,2,先行,2003.127,17,1.22,35.0,52.467,61.843,0.816,131.492,131.492,0.9264
18,ミステリーウェイ,8,先行,2003.127,18,7.0,35.0,43.76,58.039,0.816,131.492,131.492,0.9264
5,クロワデュノール,3,先行,2045.485,1,2.22,0.0,84.154,89.408,0.824,131.967,131.967,0.9298
2,ミュージアムマイル,1,先行,2042.985,2,0.0,2.5,73.195,82.272,0.824,131.967,131.967,0.9298
16,メイショウタバル,8,逃げ,2040.485,3,7.0,5.0,74.557,75.358,0.824,131.967,131.967,0.9298
17,レガレイラ,8,先行,2037.985,4,7.0,7.5,68.507,79.338,0.824,131.967,131.967,0.9298
1,ダノンデサイル,1,差し,2035.485,5,0.67,10.0,79.175,85.766,0.824,131.967,131.967,0.9298
4,ミクニインスパイア,2,先行,2032.985,6,1.0,12.5,62.769,75.093,0.824,131.967,131.967,0.9298
7,ファミリータイム,4,先行,2030.485,7,3.22,15.0,60.592,73.6,0.824,131.967,131.967,0.9298
15,マイユニバース,7,差し,2027.985,8,6.67,17.5,70.558,80.631,0.824,131.967,131.967,0.9298
9,コスモキュランダ,5,先行,2025.485,9,4.22,20.0,64.219,71.241,0.824,131.967,131.967,0.9298
12,マイネルエンペラー,6,逃げ,2022.985,10,5.0,22.5,52.086,66.306,0.824,131.967,131.967,0.9298
13,シェイクユアハート,7,差し,2020.485,11,6.67,25.0,67.357,78.592,0.824,131.967,131.967,0.9298
8,タガノデュード,4,追込,2017.985,12,3.65,27.5,71.2,81.806,0.824,131.967,131.967,0.9298
14,スティンガーグラス,7,差し,2015.485,13,6.45,30.0,61.121,77.264,0.824,131.967,131.967,0.9298
10,ジューンテイク,5,差し,2012.985,14,4.45,32.5,67.114,73.771,0.824,131.967,131.967,0.9298
11,シンエンペラー,6,差し,2010.485,15,5.67,35.0,54.86,73.209,0.824,131.967,131.967,0.9298
6,ビザンチンドリーム,3,追込,2010.485,16,2.65,35.0,58.422,76.695,0.824,131.967,131.967,0.9298
3,シュガークン,2,先行,2010.485,17,1.22,35.0,52.467,61.843,0.824,131.967,131.967,0.9298
18,ミステリーウェイ,8,先行,2010.485,18,7.0,35.0,43.76,58.039,0.824,131.967,131.967,0.9298
5,クロワデュノール,3,先行,2052.843,1,2.22,0.0,84.154,89.408,0.833,132.441,132.441,0.9331
2,ミュージアムマイル,1,先行,2050.343,2,0.0,2.5,73.195,82.272,0.833,132.441,132.441,0.9331
16,メイショウタバル,8,逃げ,2047.843,3,7.0,5.0,74.557,75.358,0.833,132.441,132.441,0.9331
17,レガレイラ,8,先行,2045.343,4,7.0,7.5,68.507,79.338,0.833,132.441,132.441,0.9331
1,ダノンデサイル,1,差し,2042.843,5,0.67,10.0,79.175,85.766,0.833,132.441,132.441,0.9331
4,ミクニインスパイア,2,先行,2040.343,6,1.0,12.5,62.769,75.093,0.833,132.441,132.441,0.9331
7,ファミリータイム,4,先行,2037.843,7,3.22,15.0,60.592,73.6,0.833,132.441,132.441,0.9331
15,マイユニバース,7,差し,2035.343,8,6.67,17.5,70.558,80.631,0.833,132.441,132.441,0.9331
9,コスモキュランダ,5,先行,2032.843,9,4.22,20.0,64.219,71.241,0.833,132.441,132.441,0.9331
13,シェイクユアハート,7,差し,2030.343,10,6.67,22.5,67.357,78.592,0.833,132.441,132.441,0.9331
12,マイネルエンペラー,6,逃げ,2027.843,11,5.0,25.0,52.086,66.306,0.833,132.441,132.441,0.9331
8,タガノデュード,4,追込,2025.343,12,3.65,27.5,71.2,81.806,0.833,132.441,132.441,0.9331
14,スティンガーグラス,7,差し,2022.843,13,6.45,30.0,61.121,77.264,0.833,132.441,132.441,0.9331
10,ジューンテイク,5,差し,2020.343,14,4.45,32.5,67.114,73.771,0.833,132.441,132.441,0.9331
11,シンエンペラー,6,差し,2017.843,15,5.67,35.0,54.86,73.209,0.833,132.441,132.441,0.9331
6,ビザンチンドリーム,3,追込,2017.843,16,2.65,35.0,58.422,76.695,0.833,132.441,132.441,0.9331
3,シュガークン,2,先行,2017.843,17,1.22,35.0,52.467,61.843,0.833,132.441,132.441,0.9331
18,ミステリーウェイ,8,先行,2017.843,18,7.0,35.0,43.76,58.039,0.833,132.441,132.441,0.9331
5,クロワデュノール,3,先行,2060.201,1,2.22,0.0,84.154,89.408,0.841,132.916,132.916,0.9365
2,ミュージアムマイル,1,先行,2057.701,2,0.0,2.5,73.195,82.272,0.841,132.916,132.916,0.9365
17,レガレイラ,8,先行,2055.201,3,7.0,5.0,68.507,79.338,0.841,132.916,132.916,0.9365
16,メイショウタバル,8,逃げ,2052.701,4,7.0,7.5,74.557,75.358,0.841,132.916,132.916,0.9365
1,ダノンデサイル,1,差し,2050.201,5,0.67,10.0,79.175,85.766,0.841,132.916,132.916,0.9365
4,ミクニインスパイア,2,先行,2047.701,6,1.0,12.5,62.769,75.093,0.841,132.916,132.916,0.9365
7,ファミリータイム,4,先行,2045.201,7,3.22,15.0,60.592,73.6,0.841,132.916,132.916,0.9365
15,マイユニバース,7,差し,2042.701,8,6.67,17.5,70.558,80.631,0.841,132.916,132.916,0.9365
9,コスモキュランダ,5,先行,2040.201,9,4.22,20.0,64.219,71.241,0.841,132.916,132.916,0.9365
13,シェイクユアハート,7,差し,2037.701,10,6.67,22.5,67.357,78.592,0.841,132.916,132.916,0.9365
8,タガノデュード,4,追込,2035.201,11,3.65,25.0,71.2,81.806,0.841,132.916,132.916,0.9365
12,マイネルエンペラー,6,逃げ,2032.701,12,5.0,27.5,52.086,66.306,0.841,132.916,132.916,0.9365
14,スティンガーグラス,7,差し,2030.201,13,6.45,30.0,61.121,77.264,0.841,132.916,132.916,0.9365
10,ジューンテイク,5,差し,2027.701,14,4.45,32.5,67.114,73.771,0.841,132.916,132.916,0.9365
11,シンエンペラー,6,差し,2025.201,15,5.67,35.0,54.86,73.209,0.841,132.916,132.916,0.9365
6,ビザンチンドリーム,3,追込,2025.201,16,2.65,35.0,58.422,76.695,0.841,132.916,132.916,0.9365
3,シュガークン,2,先行,2025.201,17,1.22,35.0,52.467,61.843,0.841,132.916,132.916,0.9365
18,ミステリーウェイ,8,先行,2025.201,18,7.0,35.0,43.76,58.039,0.841,132.916,132.916,0.9365
5,クロワデュノール,3,先行,2067.559,1,2.22,0.0,84.154,89.408,0.849,133.391,133.391,0.9398
2,ミュージアムマイル,1,先行,2065.059,2,0.0,2.5,73.195,82.272,0.849,133.391,133.391,0.9398
17,レガレイラ,8,先行,2062.559,3,7.0,5.0,68.507,79.338,0.849,133.391,133.391,0.9398
16,メイショウタバル,8,逃げ,2060.059,4,7.0,7.5,74.557,75.358,0.849,133.391,133.391,0.9398
1,ダノンデサイル,1,差し,2057.559,5,0.67,10.0,79.175,85.766,0.849,133.391,133.391,0.9398
4,ミクニインスパイア,2,先行,2055.059,6,1.0,12.5,62.769,75.093,0.849,133.391,133.391,0.9398
15,マイユニバース,7,差し,2052.559,7,6.67,15.0,70.558,80.631,0.849,133.391,133.391,0.9398
7,ファミリータイム,4,先行,2050.059,8,3.22,17.5,60.592,73.6,0.849,133.391,133.391,0.9398
13,シェイクユアハート,7,差し,2047.559,9,6.67,20.0,67.357,78.592,0.849,133.391,133.391,0.9398
8,タガノデュード,4,追込,2045.059,10,3.65,22.5,71.2,81.806,0.849,133.391,133.391,0.9398
9,コスモキュランダ,5,先行,2042.559,11,4.22,25.0,64.219,71.241,0.849,133.391,133.391,0.9398
14,スティンガーグラス,7,差し,2040.059,12,6.45,27.5,61.121,77.264,0.849,133.391,133.391,0.9398
12,マイネルエンペラー,6,逃げ,2037.559,13,5.0,30.0,52.086,66.306,0.849,133.391,133.391,0.9398
10,ジューンテイク,5,差し,2035.059,14,4.45,32.5,67.114,73.771,0.849,133.391,133.391,0.9398
6,ビザンチンドリーム,3,追込,2032.559,15,2.65,35.0,58.422,76.695,0.849,133.391,133.391,0.9398
11,シンエンペラー,6,差し,2032.559,16,5.67,35.0,54.86,73.209,0.849,133.391,133.391,0.9398
3,シュガークン,2,先行,2032.559,17,1.22,35.0,52.467,61.843,0.849,133.391,133.391,0.9398
18,ミステリーウェイ,8,先行,2032.559,18,7.0,35.0,43.76,58.039,0.849,133.391,133.391,0.9398
5,クロワデュノール,3,先行,2074.916,1,2.22,0.0,84.154,89.408,0.858,133.866,133.866,0.9431
2,ミュージアムマイル,1,先行,2072.416,2,0.0,2.5,73.195,82.272,0.858,133.866,133.866,0.9431
17,レガレイラ,8,先行,2069.916,3,7.0,5.0,68.507,79.338,0.858,133.866,133.866,0.9431
1,ダノンデサイル,1,差し,2067.416,4,0.67,7.5,79.175,85.766,0.858,133.866,133.866,0.9431
16,メイショウタバル,8,逃げ,2064.916,5,7.0,10.0,74.557,75.358,0.858,133.866,133.866,0.9431
4,ミクニインスパイア,2,先行,2062.416,6,1.0,12.5,62.769,75.093,0.858,133.866,133.866,0.9431
15,マイユニバース,7,差し,2059.916,7,6.67,15.0,70.558,80.631,0.858,133.866,133.866,0.9431
7,ファミリータイム,4,先行,2057.416,8,3.22,17.5,60.592,73.6,0.858,133.866,133.866,0.9431
13,シェイクユアハート,7,差し,2054.916,9,6.67,20.0,67.357,78.592,0.858,133.866,133.866,0.9431
8,タガノデュード,4,追込,2052.416,10,3.65,22.5,71.2,81.806,0.858,133.866,133.866,0.9431
9,コスモキュランダ,5,先行,2049.916,11,4.22,25.0,64.219,71.241,0.858,133.866,133.866,0.9431
14,スティンガーグラス,7,差し,2047.416,12,6.45,27.5,61.121,77.264,0.858,133.866,133.866,0.9431
12,マイネルエンペラー,6,逃げ,2044.916,13,5.0,30.0,52.086,66.306,0.858,133.866,133.866,0.9431
10,ジューンテイク,5,差し,2042.416,14,4.45,32.5,67.114,73.771,0.858,133.866,133.866,0.9431
6,ビザンチンドリーム,3,追込,2039.916,15,2.65,35.0,58.422,76.695,0.858,133.866,133.866,0.9431
11,シンエンペラー,6,差し,2039.916,16,5.67,35.0,54.86,73.209,0.858,133.866,133.866,0.9431
3,シュガークン,2,先行,2039.916,17,1.22,35.0,52.467,61.843,0.858,133.866,133.866,0.9431
18,ミステリーウェイ,8,先行,2039.916,18,7.0,35.0,43.76,58.039,0.858,133.866,133.866,0.9431
5,クロワデュノール,3,先行,2082.274,1,2.22,0.0,84.154,89.408,0.866,134.34,134.34,0.9465
2,ミュージアムマイル,1,先行,2079.774,2,0.0,2.5,73.195,82.272,0.866,134.34,134.34,0.9465
1,ダノンデサイル,1,差し,2077.274,3,0.67,5.0,79.175,85.766,0.866,134.34,134.34,0.9465
17,レガレイラ,8,先行,2074.774,4,7.0,7.5,68.507,79.338,0.866,134.34,134.34,0.9465
16,メイショウタバル,8,逃げ,2072.274,5,7.0,10.0,74.557,75.358,0.866,134.34,134.34,0.9465
4,ミクニインスパイア,2,先行,2069.774,6,1.0,12.5,62.769,75.093,0.866,134.34,134.34,0.9465
15,マイユニバース,7,差し,2067.274,7,6.67,15.0,70.558,80.631,0.866,134.34,134.34,0.9465
7,ファミリータイム,4,先行,2064.774,8,3.22,17.5,60.592,73.6,0.866,134.34,134.34,0.9465
8,タガノデュード,4,追込,2062.274,9,3.65,20.0,71.2,81.806,0.866,134.34,134.34,0.9465
13,シェイクユアハート,7,差し,2059.774,10,6.67,22.5,67.357,78.592,0.866,134.34,134.34,0.9465
9,コスモキュランダ,5,先行,2057.274,11,4.22,25.0,64.219,71.241,0.866,134.34,134.34,0.9465
14,スティンガーグラス,7,差し,2054.774,12,6.45,27.5,61.121,77.264,0.866,134.34,134.34,0.9465
12,マイネルエンペラー,6,逃げ,2052.274,13,5.0,30.0,52.086,66.306,0.866,134.34,134.34,0.9465
10,ジューンテイク,5,差し,2049.774,14,4.45,32.5,67.114,73.771,0.866,134.34,134.34,0.9465
6,ビザンチンドリーム,3,追込,2047.274,15,2.65,35.0,58.422,76.695,0.866,134.34,134.34,0.9465
11,シンエンペラー,6,差し,2047.274,16,5.67,35.0,54.86,73.209,0.866,134.34,134.34,0.9465
3,シュガークン,2,先行,2047.274,17,1.22,35.0,52.467,61.843,0.866,134.34,134.34,0.9465
