horse_number,horse_name,frame,actual_running_style,position_m,rank,lane,gap_from_leader,race_power,performance_index,final_performance_score,late_power,normalized_final_performance,normalized_late_power,late_phase,late_ratio,gap_adjustment,escape_fade,stalker_fade,fade_penalty,late_gain_multiplier,tie_breaker,ability_factor,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,stamina,acceleration,last3f_score,pace,time,elapsed_time,progress
6,ビザンチンドリーム,3,追込,1103.091,18,2.0,74.167,58.422,76.695,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.3,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,medium,75.952,75.952,0.5351
16,メイショウタバル,8,逃げ,1184.615,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.3,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,76.427,76.427,0.5385
12,マイネルエンペラー,6,逃げ,1178.316,2,5.0,6.3,52.086,66.306,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.3,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,76.427,76.427,0.5385
5,クロワデュノール,3,先行,1175.517,3,2.22,9.098,84.154,89.408,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.3,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,medium,76.427,76.427,0.5385
2,ミュージアムマイル,1,先行,1172.03,4,0.0,12.585,73.195,82.272,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.3,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,medium,76.427,76.427,0.5385
9,コスモキュランダ,5,先行,1171.68,5,4.22,12.935,64.219,71.241,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.3,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,medium,76.427,76.427,0.5385
4,ミクニインスパイア,2,先行,1169.983,6,1.0,14.632,62.769,75.093,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.3,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,medium,76.427,76.427,0.5385
7,ファミリータイム,4,先行,1169.633,7,3.22,14.982,60.592,73.6,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.3,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,medium,76.427,76.427,0.5385
17,レガレイラ,8,先行,1169.283,8,7.0,15.332,68.507,79.338,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.3,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,76.427,76.427,0.5385
3,シュガークン,2,先行,1168.933,9,1.22,15.682,52.467,61.843,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.3,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,medium,76.427,76.427,0.5385
18,ミステリーウェイ,8,先行,1166.886,10,7.0,17.73,43.76,58.039,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.3,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,76.427,76.427,0.5385
1,ダノンデサイル,1,差し,1151.298,11,0.22,33.318,79.175,85.766,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.3,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,medium,76.427,76.427,0.5385
15,マイユニバース,7,差し,1148.966,12,6.22,35.65,70.558,80.631,87.338,84.515,0.573,0.618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.3,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,76.427,76.427,0.5385
10,ジューンテイク,5,差し,1144.803,13,4.0,39.812,67.114,73.771,79.136,77.483,-0.132,-0.132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.3,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,76.427,76.427,0.5385
13,シェイクユアハート,7,差し,1141.493,14,6.22,43.122,67.357,78.592,85.989,82.377,0.457,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.3,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,76.427,76.427,0.5385
14,スティンガーグラス,7,差し,1140.957,15,6.0,43.658,61.121,77.264,85.596,81.585,0.424,0.306,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.3,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,76.427,76.427,0.5385
11,シンエンペラー,6,差し,1139.114,16,5.22,45.501,54.86,73.209,81.503,78.732,0.072,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.3,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,76.427,76.427,0.5385
8,タガノデュード,4,追込,1126.098,17,3.0,58.517,71.2,81.806,88.626,85.856,0.684,0.761,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.3,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,medium,76.427,76.427,0.5385
6,ビザンチンドリーム,3,追込,1110.461,18,2.0,74.154,58.422,76.695,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.3,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,medium,76.427,76.427,0.5385
16,メイショウタバル,8,逃げ,1191.973,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.3,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,76.901,76.901,0.5418
12,マイネルエンペラー,6,逃げ,1185.679,2,5.0,6.294,52.086,66.306,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.3,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,76.901,76.901,0.5418
5,クロワデュノール,3,先行,1182.881,3,2.22,9.092,84.154,89.408,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.3,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,medium,76.901,76.901,0.5418
2,ミュージアムマイル,1,先行,1179.396,4,0.0,12.577,73.195,82.272,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.3,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,medium,76.901,76.901,0.5418
9,コスモキュランダ,5,先行,1179.046,5,4.22,12.927,64.219,71.241,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.3,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,medium,76.901,76.901,0.5418
4,ミクニインスパイア,2,先行,1177.349,6,1.0,14.624,62.769,75.093,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.3,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,medium,76.901,76.901,0.5418
7,ファミリータイム,4,先行,1176.999,7,3.22,14.974,60.592,73.6,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.3,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,medium,76.901,76.901,0.5418
17,レガレイラ,8,先行,1176.649,8,7.0,15.324,68.507,79.338,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.3,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,76.901,76.901,0.5418
3,シュガークン,2,先行,1176.299,9,1.22,15.674,52.467,61.843,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.3,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,medium,76.901,76.901,0.5418
18,ミステリーウェイ,8,先行,1174.246,10,7.0,17.728,43.76,58.039,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.3,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,76.901,76.901,0.5418
1,ダノンデサイル,1,差し,1158.662,11,0.22,33.312,79.175,85.766,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.3,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,medium,76.901,76.901,0.5418
15,マイユニバース,7,差し,1156.329,12,6.22,35.645,70.558,80.631,87.338,84.515,0.573,0.618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.3,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,76.901,76.901,0.5418
10,ジューンテイク,5,差し,1152.169,13,4.0,39.804,67.114,73.771,79.136,77.483,-0.132,-0.132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.3,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,76.901,76.901,0.5418
13,シェイクユアハート,7,差し,1148.86,14,6.22,43.113,67.357,78.592,85.989,82.377,0.457,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.3,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,76.901,76.901,0.5418
14,スティンガーグラス,7,差し,1148.328,15,6.0,43.645,61.121,77.264,85.596,81.585,0.424,0.306,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.3,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,76.901,76.901,0.5418
11,シンエンペラー,6,差し,1146.477,16,5.22,45.496,54.86,73.209,81.503,78.732,0.072,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.3,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,76.901,76.901,0.5418
8,タガノデュード,4,追込,1133.47,17,3.0,58.503,71.2,81.806,88.626,85.856,0.684,0.761,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.3,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,medium,76.901,76.901,0.5418
6,ビザンチンドリーム,3,追込,1117.831,18,2.0,74.142,58.422,76.695,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.3,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,medium,76.901,76.901,0.5418
16,メイショウタバル,8,逃げ,1199.331,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.3,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,77.376,77.376,0.5452
12,マイネルエンペラー,6,逃げ,1193.043,2,5.0,6.288,52.086,66.306,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.3,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,77.376,77.376,0.5452
5,クロワデュノール,3,先行,1190.245,3,2.22,9.086,84.154,89.408,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.3,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,medium,77.376,77.376,0.5452
2,ミュージアムマイル,1,先行,1186.762,4,0.0,12.569,73.195,82.272,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.3,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,medium,77.376,77.376,0.5452
9,コスモキュランダ,5,先行,1186.412,5,4.22,12.919,64.219,71.241,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.3,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,medium,77.376,77.376,0.5452
4,ミクニインスパイア,2,先行,1184.714,6,1.0,14.617,62.769,75.093,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.3,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,medium,77.376,77.376,0.5452
7,ファミリータイム,4,先行,1184.364,7,3.22,14.967,60.592,73.6,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.3,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,medium,77.376,77.376,0.5452
17,レガレイラ,8,先行,1184.014,8,7.0,15.317,68.507,79.338,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.3,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,77.376,77.376,0.5452
3,シュガークン,2,先行,1183.664,9,1.22,15.667,52.467,61.843,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.3,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,medium,77.376,77.376,0.5452
18,ミステリーウェイ,8,先行,1181.605,10,7.0,17.726,43.76,58.039,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.3,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,77.376,77.376,0.5452
1,ダノンデサイル,1,差し,1166.025,11,0.22,33.306,79.175,85.766,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.3,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,medium,77.376,77.376,0.5452
15,マイユニバース,7,差し,1163.692,12,6.22,35.639,70.558,80.631,87.338,84.515,0.573,0.618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.3,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,77.376,77.376,0.5452
10,ジューンテイク,5,差し,1159.535,13,4.0,39.796,67.114,73.771,79.136,77.483,-0.132,-0.132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.3,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,77.376,77.376,0.5452
13,シェイクユアハート,7,差し,1156.228,14,6.22,43.103,67.357,78.592,85.989,82.377,0.457,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.3,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,77.376,77.376,0.5452
14,スティンガーグラス,7,差し,1155.699,15,6.0,43.633,61.121,77.264,85.596,81.585,0.424,0.306,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.3,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,77.376,77.376,0.5452
11,シンエンペラー,6,差し,1153.841,16,5.22,45.49,54.86,73.209,81.503,78.732,0.072,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.3,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,77.376,77.376,0.5452
8,タガノデュード,4,追込,1140.842,17,3.0,58.489,71.2,81.806,88.626,85.856,0.684,0.761,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.3,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,medium,77.376,77.376,0.5452
6,ビザンチンドリーム,3,追込,1125.201,18,2.0,74.13,58.422,76.695,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.3,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,medium,77.376,77.376,0.5452
16,メイショウタバル,8,逃げ,1206.689,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.3,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,77.851,77.851,0.5485
12,マイネルエンペラー,6,逃げ,1200.407,2,5.0,6.282,52.086,66.306,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.3,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,77.851,77.851,0.5485
5,クロワデュノール,3,先行,1197.608,3,2.22,9.081,84.154,89.408,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.3,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,medium,77.851,77.851,0.5485
2,ミュージアムマイル,1,先行,1194.128,4,0.0,12.561,73.195,82.272,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.3,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,medium,77.851,77.851,0.5485
9,コスモキュランダ,5,先行,1193.778,5,4.22,12.911,64.219,71.241,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.3,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,medium,77.851,77.851,0.5485
4,ミクニインスパイア,2,先行,1192.08,6,1.0,14.609,62.769,75.093,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.3,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,medium,77.851,77.851,0.5485
7,ファミリータイム,4,先行,1191.73,7,3.22,14.959,60.592,73.6,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.3,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,medium,77.851,77.851,0.5485
17,レガレイラ,8,先行,1191.38,8,7.0,15.309,68.507,79.338,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.3,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,77.851,77.851,0.5485
3,シュガークン,2,先行,1191.03,9,1.22,15.659,52.467,61.843,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.3,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,medium,77.851,77.851,0.5485
18,ミステリーウェイ,8,先行,1188.965,10,7.0,17.723,43.76,58.039,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.3,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,77.851,77.851,0.5485
1,ダノンデサイル,1,差し,1173.389,11,0.22,33.3,79.175,85.766,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.3,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,medium,77.851,77.851,0.5485
15,マイユニバース,7,差し,1171.055,12,6.22,35.634,70.558,80.631,87.338,84.515,0.573,0.618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.3,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,77.851,77.851,0.5485
10,ジューンテイク,5,差し,1166.902,13,4.0,39.787,67.114,73.771,79.136,77.483,-0.132,-0.132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.3,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,77.851,77.851,0.5485
13,シェイクユアハート,7,差し,1163.595,14,6.22,43.094,67.357,78.592,85.989,82.377,0.457,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.3,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,77.851,77.851,0.5485
14,スティンガーグラス,7,差し,1163.069,15,6.0,43.62,61.121,77.264,85.596,81.585,0.424,0.306,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.3,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,77.851,77.851,0.5485
11,シンエンペラー,6,差し,1161.204,16,5.22,45.485,54.86,73.209,81.503,78.732,0.072,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.3,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,77.851,77.851,0.5485
8,タガノデュード,4,追込,1148.214,17,3.0,58.475,71.2,81.806,88.626,85.856,0.684,0.761,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.3,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,medium,77.851,77.851,0.5485
6,ビザンチンドリーム,3,追込,1132.571,18,2.0,74.118,58.422,76.695,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.3,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,medium,77.851,77.851,0.5485
16,メイショウタバル,8,逃げ,1214.047,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.3,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,78.326,78.326,0.5518
12,マイネルエンペラー,6,逃げ,1207.77,2,5.0,6.276,52.086,66.306,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.3,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,78.326,78.326,0.5518
5,クロワデュノール,3,先行,1204.972,3,2.22,9.075,84.154,89.408,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.3,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,medium,78.326,78.326,0.5518
2,ミュージアムマイル,1,先行,1201.494,4,0.0,12.553,73.195,82.272,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.3,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,medium,78.326,78.326,0.5518
9,コスモキュランダ,5,先行,1201.144,5,4.22,12.903,64.219,71.241,72.936,73.106,-0.665,-0.598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.541,0.3,0.818,0.81,0.0,0.702,1.0,70.213,89.5,70.387,70.387,medium,78.326,78.326,0.5518
4,ミクニインスパイア,2,先行,1199.445,6,1.0,14.601,62.769,75.093,80.598,78.197,-0.006,-0.056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142,0.3,0.627,0.67,0.291,0.63,1.0,62.999,92.283,89.6,89.6,medium,78.326,78.326,0.5518
7,ファミリータイム,4,先行,1199.095,7,3.22,14.951,60.592,73.6,79.145,76.604,-0.131,-0.225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.623,0.3,0.723,0.723,0.183,0.607,1.0,60.662,94.23,86.917,86.917,medium,78.326,78.326,0.5518
17,レガレイラ,8,先行,1198.745,8,7.0,15.301,68.507,79.338,86.312,83.416,0.485,0.501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.3,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,78.326,78.326,0.5518
3,シュガークン,2,先行,1198.395,9,1.22,15.651,52.467,61.843,62.755,62.654,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.669,0.3,0.849,0.838,0.118,0.573,1.0,57.331,79.406,58.908,58.908,medium,78.326,78.326,0.5518
18,ミステリーウェイ,8,先行,1196.325,10,7.0,17.721,43.76,58.039,58.955,59.981,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.3,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,78.326,78.326,0.5518
1,ダノンデサイル,1,差し,1180.753,11,0.22,33.294,79.175,85.766,91.14,88.858,0.9,1.081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.57,0.3,0.504,0.49,0.875,0.757,1.0,75.688,100.0,100.0,100.0,medium,78.326,78.326,0.5518
15,マイユニバース,7,差し,1178.418,12,6.22,35.629,70.558,80.631,87.338,84.515,0.573,0.618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.3,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,78.326,78.326,0.5518
10,ジューンテイク,5,差し,1174.268,13,4.0,39.779,67.114,73.771,79.136,77.483,-0.132,-0.132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.3,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,78.326,78.326,0.5518
13,シェイクユアハート,7,差し,1170.962,14,6.22,43.085,67.357,78.592,85.989,82.377,0.457,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.3,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,78.326,78.326,0.5518
14,スティンガーグラス,7,差し,1170.44,15,6.0,43.607,61.121,77.264,85.596,81.585,0.424,0.306,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.3,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,78.326,78.326,0.5518
11,シンエンペラー,6,差し,1168.568,16,5.22,45.479,54.86,73.209,81.503,78.732,0.072,0.001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.3,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,78.326,78.326,0.5518
8,タガノデュード,4,追込,1155.586,17,3.0,58.46,71.2,81.806,88.626,85.856,0.684,0.761,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,0.3,0.129,0.145,0.993,0.697,1.0,69.652,100.0,100.0,100.0,medium,78.326,78.326,0.5518
6,ビザンチンドリーム,3,追込,1139.942,18,2.0,74.105,58.422,76.695,85.182,81.047,0.388,0.248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.338,0.3,0.145,0.137,0.677,0.571,1.0,57.07,100.0,100.0,100.0,medium,78.326,78.326,0.5518
16,メイショウタバル,8,逃げ,1221.405,1,7.0,0.0,74.557,75.358,74.809,75.475,-0.504,-0.346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.3,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,78.8,78.8,0.5552
12,マイネルエンペラー,6,逃げ,1215.134,2,5.0,6.271,52.086,66.306,69.937,69.574,-0.922,-0.975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.3,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,78.8,78.8,0.5552
5,クロワデュノール,3,先行,1212.336,3,2.22,9.069,84.154,89.408,93.784,91.84,1.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.074,0.3,0.659,0.683,0.465,0.796,1.0,79.599,100.0,100.0,100.0,medium,78.8,78.8,0.5552
2,ミュージアムマイル,1,先行,1208.86,4,0.0,12.545,73.195,82.272,88.292,85.626,0.655,0.737,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.579,0.3,0.425,0.425,0.719,0.695,1.0,69.454,100.0,100.0,100.0,medium,78.8,78.8,0.5552
