horse_number,horse_name,frame,actual_running_style,position_m,rank,lane,gap_from_leader,race_power,performance_index,final_performance_score,late_power,normalized_final_performance,normalized_late_power,late_phase,late_ratio,gap_adjustment,tie_breaker,ability_factor,time,elapsed_time,progress
14,スティンガーグラス,7,差し,1750.518,15,6.45,30.084,61.121,77.264,85.596,88.751,0.424,0.635,0.523,0.047,2.805,-0.042,1.0,114.878,114.878,0.8094
11,シンエンペラー,6,差し,1746.803,16,5.67,33.799,54.86,73.209,81.503,84.782,0.072,0.316,0.523,0.047,1.737,-0.07,1.0,114.878,114.878,0.8094
8,タガノデュード,4,追込,1730.964,17,3.65,49.638,71.2,81.806,88.626,89.88,0.684,0.725,0.523,0.047,2.377,0.22,1.0,114.878,114.878,0.8094
6,ビザンチンドリーム,3,追込,1714.677,18,2.65,65.925,58.422,76.695,85.182,88.356,0.388,0.603,0.523,0.047,1.976,0.338,1.0,114.878,114.878,0.8094
5,クロワデュノール,3,先行,1787.96,1,2.22,0.0,84.154,89.408,93.784,92.129,1.0,0.906,0.532,0.064,4.791,-0.074,1.0,115.352,115.352,0.8127
2,ミュージアムマイル,1,先行,1785.537,2,0.0,2.423,73.195,82.272,88.292,89.686,0.655,0.71,0.532,0.064,3.919,0.579,1.0,115.352,115.352,0.8127
16,メイショウタバル,8,逃げ,1785.327,3,7.0,2.632,74.557,75.358,74.809,68.679,-0.504,-0.975,0.532,0.064,-4.338,0.227,1.0,115.352,115.352,0.8127
17,レガレイラ,8,先行,1783.53,4,7.0,4.43,68.507,79.338,86.312,88.703,0.485,0.631,0.532,0.064,3.568,0.713,1.0,115.352,115.352,0.8127
4,ミクニインスパイア,2,先行,1780.4,5,1.0,7.56,62.769,75.093,80.598,81.531,-0.006,0.056,0.532,0.064,0.879,0.142,1.0,115.352,115.352,0.8127
12,マイネルエンペラー,6,逃げ,1779.982,6,5.0,7.978,52.086,66.306,69.937,70.065,-0.922,-0.864,0.532,0.064,-3.844,0.09,1.0,115.352,115.352,0.8127
7,ファミリータイム,4,先行,1779.42,7,3.22,8.54,60.592,73.6,79.145,79.588,-0.131,-0.1,0.532,0.064,0.219,-0.623,1.0,115.352,115.352,0.8127
9,コスモキュランダ,5,先行,1778.114,8,4.22,9.846,64.219,71.241,72.936,69.798,-0.665,-0.886,0.532,0.064,-3.355,-0.541,1.0,115.352,115.352,0.8127
3,シュガークン,2,先行,1770.931,9,1.22,17.029,52.467,61.843,62.755,59.629,-1.0,-1.25,0.532,0.064,-5.147,-0.669,1.0,115.352,115.352,0.8127
1,ダノンデサイル,1,差し,1768.56,10,0.67,19.4,79.175,85.766,91.14,90.782,0.9,0.798,0.532,0.064,4.54,-0.57,1.0,115.352,115.352,0.8127
18,ミステリーウェイ,8,先行,1768.478,11,7.0,19.482,43.76,58.039,58.955,56.534,-1.0,-1.25,0.532,0.064,-4.858,-0.375,1.0,115.352,115.352,0.8127
15,マイユニバース,7,差し,1764.579,12,6.67,23.381,70.558,80.631,87.338,88.656,0.573,0.627,0.532,0.064,3.755,-0.769,1.0,115.352,115.352,0.8127
10,ジューンテイク,5,差し,1759.297,13,4.45,28.663,67.114,73.771,79.136,80.181,-0.132,-0.053,0.532,0.064,0.638,0.361,1.0,115.352,115.352,0.8127
13,シェイクユアハート,7,差し,1758.804,14,6.67,29.156,67.357,78.592,85.989,87.365,0.457,0.524,0.532,0.064,3.305,-0.56,1.0,115.352,115.352,0.8127
14,スティンガーグラス,7,差し,1757.918,15,6.45,30.042,61.121,77.264,85.596,88.751,0.424,0.635,0.532,0.064,3.807,-0.042,1.0,115.352,115.352,0.8127
11,シンエンペラー,6,差し,1754.203,16,5.67,33.757,54.86,73.209,81.503,84.782,0.072,0.316,0.532,0.064,2.357,-0.07,1.0,115.352,115.352,0.8127
8,タガノデュード,4,追込,1738.364,17,3.65,49.596,71.2,81.806,88.626,89.88,0.684,0.725,0.532,0.064,3.226,0.22,1.0,115.352,115.352,0.8127
6,ビザンチンドリーム,3,追込,1722.077,18,2.65,65.883,58.422,76.695,85.182,88.356,0.388,0.603,0.532,0.064,2.682,0.338,1.0,115.352,115.352,0.8127
5,クロワデュノール,3,先行,1795.318,1,2.22,0.0,84.154,89.408,93.784,92.129,1.0,0.906,0.54,0.08,6.052,-0.074,1.0,115.827,115.827,0.8161
2,ミュージアムマイル,1,先行,1792.895,2,0.0,2.423,73.195,82.272,88.292,89.686,0.655,0.71,0.54,0.08,4.951,0.579,1.0,115.827,115.827,0.8161
16,メイショウタバル,8,逃げ,1791.597,3,7.0,3.721,74.557,75.358,74.809,68.679,-0.504,-0.975,0.54,0.08,-5.48,0.227,1.0,115.827,115.827,0.8161
17,レガレイラ,8,先行,1790.888,4,7.0,4.43,68.507,79.338,86.312,88.703,0.485,0.631,0.54,0.08,4.507,0.713,1.0,115.827,115.827,0.8161
4,ミクニインスパイア,2,先行,1787.758,5,1.0,7.56,62.769,75.093,80.598,81.531,-0.006,0.056,0.54,0.08,1.11,0.142,1.0,115.827,115.827,0.8161
7,ファミリータイム,4,先行,1786.778,6,3.22,8.54,60.592,73.6,79.145,79.588,-0.131,-0.1,0.54,0.08,0.276,-0.623,1.0,115.827,115.827,0.8161
12,マイネルエンペラー,6,逃げ,1786.35,7,5.0,8.968,52.086,66.306,69.937,70.065,-0.922,-0.864,0.54,0.08,-4.856,0.09,1.0,115.827,115.827,0.8161
9,コスモキュランダ,5,先行,1784.715,8,4.22,10.603,64.219,71.241,72.936,69.798,-0.665,-0.886,0.54,0.08,-4.238,-0.541,1.0,115.827,115.827,0.8161
3,シュガークン,2,先行,1777.016,9,1.22,18.302,52.467,61.843,62.755,59.629,-1.0,-1.25,0.54,0.08,-6.501,-0.669,1.0,115.827,115.827,0.8161
1,ダノンデサイル,1,差し,1775.918,10,0.67,19.4,79.175,85.766,91.14,90.782,0.9,0.798,0.54,0.08,5.734,-0.57,1.0,115.827,115.827,0.8161
18,ミステリーウェイ,8,先行,1774.614,11,7.0,20.704,43.76,58.039,58.955,56.534,-1.0,-1.25,0.54,0.08,-6.137,-0.375,1.0,115.827,115.827,0.8161
15,マイユニバース,7,差し,1771.937,12,6.67,23.381,70.558,80.631,87.338,88.656,0.573,0.627,0.54,0.08,4.743,-0.769,1.0,115.827,115.827,0.8161
10,ジューンテイク,5,差し,1766.655,13,4.45,28.663,67.114,73.771,79.136,80.181,-0.132,-0.053,0.54,0.08,0.806,0.361,1.0,115.827,115.827,0.8161
13,シェイクユアハート,7,差し,1766.162,14,6.67,29.156,67.357,78.592,85.989,87.365,0.457,0.524,0.54,0.08,4.175,-0.56,1.0,115.827,115.827,0.8161
14,スティンガーグラス,7,差し,1765.276,15,6.45,30.042,61.121,77.264,85.596,88.751,0.424,0.635,0.54,0.08,4.809,-0.042,1.0,115.827,115.827,0.8161
11,シンエンペラー,6,差し,1761.561,16,5.67,33.757,54.86,73.209,81.503,84.782,0.072,0.316,0.54,0.08,2.977,-0.07,1.0,115.827,115.827,0.8161
8,タガノデュード,4,追込,1745.722,17,3.65,49.596,71.2,81.806,88.626,89.88,0.684,0.725,0.54,0.08,4.075,0.22,1.0,115.827,115.827,0.8161
6,ビザンチンドリーム,3,追込,1729.435,18,2.65,65.883,58.422,76.695,85.182,88.356,0.388,0.603,0.54,0.08,3.388,0.338,1.0,115.827,115.827,0.8161
5,クロワデュノール,3,先行,1802.676,1,2.22,0.0,84.154,89.408,93.784,92.129,1.0,0.906,0.548,0.097,7.312,-0.074,1.0,116.302,116.302,0.8194
2,ミュージアムマイル,1,先行,1800.253,2,0.0,2.423,73.195,82.272,88.292,89.686,0.655,0.71,0.548,0.097,5.982,0.579,1.0,116.302,116.302,0.8194
17,レガレイラ,8,先行,1798.246,3,7.0,4.43,68.507,79.338,86.312,88.703,0.485,0.631,0.548,0.097,5.446,0.713,1.0,116.302,116.302,0.8194
16,メイショウタバル,8,逃げ,1797.908,4,7.0,4.767,74.557,75.358,74.809,68.679,-0.504,-0.975,0.548,0.097,-6.622,0.227,1.0,116.302,116.302,0.8194
4,ミクニインスパイア,2,先行,1795.116,5,1.0,7.56,62.769,75.093,80.598,81.531,-0.006,0.056,0.548,0.097,1.342,0.142,1.0,116.302,116.302,0.8194
7,ファミリータイム,4,先行,1794.136,6,3.22,8.54,60.592,73.6,79.145,79.588,-0.131,-0.1,0.548,0.097,0.334,-0.623,1.0,116.302,116.302,0.8194
12,マイネルエンペラー,6,逃げ,1792.759,7,5.0,9.916,52.086,66.306,69.937,70.065,-0.922,-0.864,0.548,0.097,-5.867,0.09,1.0,116.302,116.302,0.8194
9,コスモキュランダ,5,先行,1791.357,8,4.22,11.318,64.219,71.241,72.936,69.798,-0.665,-0.886,0.548,0.097,-5.121,-0.541,1.0,116.302,116.302,0.8194
1,ダノンデサイル,1,差し,1783.276,9,0.67,19.4,79.175,85.766,91.14,90.782,0.9,0.798,0.548,0.097,6.929,-0.57,1.0,116.302,116.302,0.8194
3,シュガークン,2,先行,1783.144,10,1.22,19.532,52.467,61.843,62.755,59.629,-1.0,-1.25,0.548,0.097,-7.855,-0.669,1.0,116.302,116.302,0.8194
18,ミステリーウェイ,8,先行,1780.793,11,7.0,21.883,43.76,58.039,58.955,56.534,-1.0,-1.25,0.548,0.097,-7.415,-0.375,1.0,116.302,116.302,0.8194
15,マイユニバース,7,差し,1779.295,12,6.67,23.381,70.558,80.631,87.338,88.656,0.573,0.627,0.548,0.097,5.731,-0.769,1.0,116.302,116.302,0.8194
10,ジューンテイク,5,差し,1774.013,13,4.45,28.663,67.114,73.771,79.136,80.181,-0.132,-0.053,0.548,0.097,0.973,0.361,1.0,116.302,116.302,0.8194
13,シェイクユアハート,7,差し,1773.52,14,6.67,29.156,67.357,78.592,85.989,87.365,0.457,0.524,0.548,0.097,5.045,-0.56,1.0,116.302,116.302,0.8194
14,スティンガーグラス,7,差し,1772.634,15,6.45,30.042,61.121,77.264,85.596,88.751,0.424,0.635,0.548,0.097,5.811,-0.042,1.0,116.302,116.302,0.8194
11,シンエンペラー,6,差し,1768.919,16,5.67,33.757,54.86,73.209,81.503,84.782,0.072,0.316,0.548,0.097,3.598,-0.07,1.0,116.302,116.302,0.8194
8,タガノデュード,4,追込,1753.08,17,3.65,49.596,71.2,81.806,88.626,89.88,0.684,0.725,0.548,0.097,4.924,0.22,1.0,116.302,116.302,0.8194
6,ビザンチンドリーム,3,追込,1736.793,18,2.65,65.883,58.422,76.695,85.182,88.356,0.388,0.603,0.548,0.097,4.094,0.338,1.0,116.302,116.302,0.8194
5,クロワデュノール,3,先行,1810.033,1,2.22,0.0,84.154,89.408,93.784,92.129,1.0,0.906,0.557,0.114,8.573,-0.074,1.0,116.776,116.776,0.8227
2,ミュージアムマイル,1,先行,1807.61,2,0.0,2.423,73.195,82.272,88.292,89.686,0.655,0.71,0.557,0.114,7.013,0.579,1.0,116.776,116.776,0.8227
17,レガレイラ,8,先行,1805.603,3,7.0,4.43,68.507,79.338,86.312,88.703,0.485,0.631,0.557,0.114,6.385,0.713,1.0,116.776,116.776,0.8227
16,メイショウタバル,8,逃げ,1804.22,4,7.0,5.813,74.557,75.358,74.809,68.679,-0.504,-0.975,0.557,0.114,-7.763,0.227,1.0,116.776,116.776,0.8227
4,ミクニインスパイア,2,先行,1802.473,5,1.0,7.56,62.769,75.093,80.598,81.531,-0.006,0.056,0.557,0.114,1.573,0.142,1.0,116.776,116.776,0.8227
7,ファミリータイム,4,先行,1801.493,6,3.22,8.54,60.592,73.6,79.145,79.588,-0.131,-0.1,0.557,0.114,0.391,-0.623,1.0,116.776,116.776,0.8227
12,マイネルエンペラー,6,逃げ,1799.169,7,5.0,10.865,52.086,66.306,69.937,70.065,-0.922,-0.864,0.557,0.114,-6.879,0.09,1.0,116.776,116.776,0.8227
9,コスモキュランダ,5,先行,1798.0,8,4.22,12.033,64.219,71.241,72.936,69.798,-0.665,-0.886,0.557,0.114,-6.003,-0.541,1.0,116.776,116.776,0.8227
1,ダノンデサイル,1,差し,1790.633,9,0.67,19.4,79.175,85.766,91.14,90.782,0.9,0.798,0.557,0.114,8.124,-0.57,1.0,116.776,116.776,0.8227
3,シュガークン,2,先行,1789.271,10,1.22,20.762,52.467,61.843,62.755,59.629,-1.0,-1.25,0.557,0.114,-9.21,-0.669,1.0,116.776,116.776,0.8227
18,ミステリーウェイ,8,先行,1786.971,11,7.0,23.062,43.76,58.039,58.955,56.534,-1.0,-1.25,0.557,0.114,-8.694,-0.375,1.0,116.776,116.776,0.8227
15,マイユニバース,7,差し,1786.652,12,6.67,23.381,70.558,80.631,87.338,88.656,0.573,0.627,0.557,0.114,6.719,-0.769,1.0,116.776,116.776,0.8227
10,ジューンテイク,5,差し,1781.37,13,4.45,28.663,67.114,73.771,79.136,80.181,-0.132,-0.053,0.557,0.114,1.141,0.361,1.0,116.776,116.776,0.8227
13,シェイクユアハート,7,差し,1780.877,14,6.67,29.156,67.357,78.592,85.989,87.365,0.457,0.524,0.557,0.114,5.914,-0.56,1.0,116.776,116.776,0.8227
14,スティンガーグラス,7,差し,1779.991,15,6.45,30.042,61.121,77.264,85.596,88.751,0.424,0.635,0.557,0.114,6.813,-0.042,1.0,116.776,116.776,0.8227
11,シンエンペラー,6,差し,1776.276,16,5.67,33.757,54.86,73.209,81.503,84.782,0.072,0.316,0.557,0.114,4.218,-0.07,1.0,116.776,116.776,0.8227
8,タガノデュード,4,追込,1760.437,17,3.65,49.596,71.2,81.806,88.626,89.88,0.684,0.725,0.557,0.114,5.773,0.22,1.0,116.776,116.776,0.8227
6,ビザンチンドリーム,3,追込,1744.15,18,2.65,65.883,58.422,76.695,85.182,88.356,0.388,0.603,0.557,0.114,4.799,0.338,1.0,116.776,116.776,0.8227
5,クロワデュノール,3,先行,1817.391,1,2.22,0.0,84.154,89.408,93.784,92.129,1.0,0.906,0.565,0.13,9.834,-0.074,1.0,117.251,117.251,0.8261
2,ミュージアムマイル,1,先行,1814.968,2,0.0,2.423,73.195,82.272,88.292,89.686,0.655,0.71,0.565,0.13,8.045,0.579,1.0,117.251,117.251,0.8261
17,レガレイラ,8,先行,1812.961,3,7.0,4.43,68.507,79.338,86.312,88.703,0.485,0.631,0.565,0.13,7.324,0.713,1.0,117.251,117.251,0.8261
16,メイショウタバル,8,逃げ,1810.532,4,7.0,6.86,74.557,75.358,74.809,68.679,-0.504,-0.975,0.565,0.13,-8.905,0.227,1.0,117.251,117.251,0.8261
4,ミクニインスパイア,2,先行,1809.831,5,1.0,7.56,62.769,75.093,80.598,81.531,-0.006,0.056,0.565,0.13,1.804,0.142,1.0,117.251,117.251,0.8261
7,ファミリータイム,4,先行,1808.851,6,3.22,8.54,60.592,73.6,79.145,79.588,-0.131,-0.1,0.565,0.13,0.449,-0.623,1.0,117.251,117.251,0.8261
12,マイネルエンペラー,6,逃げ,1805.579,7,5.0,11.813,52.086,66.306,69.937,70.065,-0.922,-0.864,0.565,0.13,-7.89,0.09,1.0,117.251,117.251,0.8261
9,コスモキュランダ,5,先行,1804.643,8,4.22,12.748,64.219,71.241,72.936,69.798,-0.665,-0.886,0.565,0.13,-6.886,-0.541,1.0,117.251,117.251,0.8261
1,ダノンデサイル,1,差し,1797.991,9,0.67,19.4,79.175,85.766,91.14,90.782,0.9,0.798,0.565,0.13,9.319,-0.57,1.0,117.251,117.251,0.8261
3,シュガークン,2,先行,1795.399,10,1.22,21.993,52.467,61.843,62.755,59.629,-1.0,-1.25,0.565,0.13,-10.564,-0.669,1.0,117.251,117.251,0.8261
15,マイユニバース,7,差し,1794.01,11,6.67,23.381,70.558,80.631,87.338,88.656,0.573,0.627,0.565,0.13,7.707,-0.769,1.0,117.251,117.251,0.8261
18,ミステリーウェイ,8,先行,1793.149,12,7.0,24.242,43.76,58.039,58.955,56.534,-1.0,-1.25,0.565,0.13,-9.972,-0.375,1.0,117.251,117.251,0.8261
10,ジューンテイク,5,差し,1788.728,13,4.45,28.663,67.114,73.771,79.136,80.181,-0.132,-0.053,0.565,0.13,1.309,0.361,1.0,117.251,117.251,0.8261
13,シェイクユアハート,7,差し,1788.235,14,6.67,29.156,67.357,78.592,85.989,87.365,0.457,0.524,0.565,0.13,6.784,-0.56,1.0,117.251,117.251,0.8261
14,スティンガーグラス,7,差し,1787.349,15,6.45,30.042,61.121,77.264,85.596,88.751,0.424,0.635,0.565,0.13,7.815,-0.042,1.0,117.251,117.251,0.8261
11,シンエンペラー,6,差し,1783.634,16,5.67,33.757,54.86,73.209,81.503,84.782,0.072,0.316,0.565,0.13,4.838,-0.07,1.0,117.251,117.251,0.8261
8,タガノデュード,4,追込,1767.795,17,3.65,49.596,71.2,81.806,88.626,89.88,0.684,0.725,0.565,0.13,6.622,0.22,1.0,117.251,117.251,0.8261
6,ビザンチンドリーム,3,追込,1751.508,18,2.65,65.883,58.422,76.695,85.182,88.356,0.388,0.603,0.565,0.13,5.505,0.338,1.0,117.251,117.251,0.8261
5,クロワデュノール,3,先行,1824.749,1,2.22,0.0,84.154,89.408,93.784,92.129,1.0,0.906,0.574,0.147,11.095,-0.074,1.0,117.726,117.726,0.8294
2,ミュージアムマイル,1,先行,1822.326,2,0.0,2.423,73.195,82.272,88.292,89.686,0.655,0.71,0.574,0.147,9.076,0.579,1.0,117.726,117.726,0.8294
17,レガレイラ,8,先行,1820.319,3,7.0,4.43,68.507,79.338,86.312,88.703,0.485,0.631,0.574,0.147,8.263,0.713,1.0,117.726,117.726,0.8294
4,ミクニインスパイア,2,先行,1817.189,4,1.0,7.56,62.769,75.093,80.598,81.531,-0.006,0.056,0.574,0.147,2.035,0.142,1.0,117.726,117.726,0.8294
16,メイショウタバル,8,逃げ,1816.843,5,7.0,7.906,74.557,75.358,74.809,68.679,-0.504,-0.975,0.574,0.147,-10.047,0.227,1.0,117.726,117.726,0.8294
7,ファミリータイム,4,先行,1816.209,6,3.22,8.54,60.592,73.6,79.145,79.588,-0.131,-0.1,0.574,0.147,0.506,-0.623,1.0,117.726,117.726,0.8294
12,マイネルエンペラー,6,逃げ,1811.988,7,5.0,12.761,52.086,66.306,69.937,70.065,-0.922,-0.864,0.574,0.147,-8.902,0.09,1.0,117.726,117.726,0.8294
9,コスモキュランダ,5,先行,1811.286,8,4.22,13.463,64.219,71.241,72.936,69.798,-0.665,-0.886,0.574,0.147,-7.769,-0.541,1.0,117.726,117.726,0.8294
1,ダノンデサイル,1,差し,1805.349,9,0.67,19.4,79.175,85.766,91.14,90.782,0.9,0.798,0.574,0.147,10.513,-0.57,1.0,117.726,117.726,0.8294
3,シュガークン,2,先行,1801.526,10,1.22,23.223,52.467,61.843,62.755,59.629,-1.0,-1.25,0.574,0.147,-11.919,-0.669,1.0,117.726,117.726,0.8294
15,マイユニバース,7,差し,1801.368,11,6.67,23.381,70.558,80.631,87.338,88.656,0.573,0.627,0.574,0.147,8.695,-0.769,1.0,117.726,117.726,0.8294
18,ミステリーウェイ,8,先行,1799.328,12,7.0,25.421,43.76,58.039,58.955,56.534,-1.0,-1.25,0.574,0.147,-11.251,-0.375,1.0,117.726,117.726,0.8294
10,ジューンテイク,5,差し,1796.086,13,4.45,28.663,67.114,73.771,79.136,80.181,-0.132,-0.053,0.574,0.147,1.477,0.361,1.0,117.726,117.726,0.8294
13,シェイクユアハート,7,差し,1795.593,14,6.67,29.156,67.357,78.592,85.989,87.365,0.457,0.524,0.574,0.147,7.654,-0.56,1.0,117.726,117.726,0.8294
14,スティンガーグラス,7,差し,1794.707,15,6.45,30.042,61.121,77.264,85.596,88.751,0.424,0.635,0.574,0.147,8.817,-0.042,1.0,117.726,117.726,0.8294
11,シンエンペラー,6,差し,1790.992,16,5.67,33.757,54.86,73.209,81.503,84.782,0.072,0.316,0.574,0.147,5.459,-0.07,1.0,117.726,117.726,0.8294
8,タガノデュード,4,追込,1775.153,17,3.65,49.596,71.2,81.806,88.626,89.88,0.684,0.725,0.574,0.147,7.471,0.22,1.0,117.726,117.726,0.8294
6,ビザンチンドリーム,3,追込,1758.866,18,2.65,65.883,58.422,76.695,85.182,88.356,0.388,0.603,0.574,0.147,6.211,0.338,1.0,117.726,117.726,0.8294
5,クロワデュノール,3,先行,1832.107,1,2.22,0.0,84.154,89.408,93.784,92.129,1.0,0.906,0.582,0.164,12.355,-0.074,1.0,118.2,118.2,0.8328
2,ミュージアムマイル,1,先行,1829.684,2,0.0,2.423,73.195,82.272,88.292,89.686,0.655,0.71,0.582,0.164,10.107,0.579,1.0,118.2,118.2,0.8328
17,レガレイラ,8,先行,1827.677,3,7.0,4.43,68.507,79.338,86.312,88.703,0.485,0.631,0.582,0.164,9.202,0.713,1.0,118.2,118.2,0.8328
4,ミクニインスパイア,2,先行,1824.547,4,1.0,7.56,62.769,75.093,80.598,81.531,-0.006,0.056,0.582,0.164,2.267,0.142,1.0,118.2,118.2,0.8328
7,ファミリータイム,4,先行,1823.567,5,3.22,8.54,60.592,73.6,79.145,79.588,-0.131,-0.1,0.582,0.164,0.564,-0.623,1.0,118.2,118.2,0.8328
16,メイショウタバル,8,逃げ,1823.155,6,7.0,8.952,74.557,75.358,74.809,68.679,-0.504,-0.975,0.582,0.164,-11.189,0.227,1.0,118.2,118.2,0.8328
12,マイネルエンペラー,6,逃げ,1818.398,7,5.0,13.709,52.086,66.306,69.937,70.065,-0.922,-0.864,0.582,0.164,-9.913,0.09,1.0,118.2,118.2,0.8328
9,コスモキュランダ,5,先行,1817.929,8,4.22,14.178,64.219,71.241,72.936,69.798,-0.665,-0.886,0.582,0.164,-8.652,-0.541,1.0,118.2,118.2,0.8328
1,ダノンデサイル,1,差し,1812.707,9,0.67,19.4,79.175,85.766,91.14,90.782,0.9,0.798,0.582,0.164,11.708,-0.57,1.0,118.2,118.2,0.8328
15,マイユニバース,7,差し,1808.726,10,6.67,23.381,70.558,80.631,87.338,88.656,0.573,0.627,0.582,0.164,9.683,-0.769,1.0,118.2,118.2,0.8328
3,シュガークン,2,先行,1807.654,11,1.22,24.453,52.467,61.843,62.755,59.629,-1.0,-1.25,0.582,0.164,-13.273,-0.669,1.0,118.2,118.2,0.8328
18,ミステリーウェイ,8,先行,1805.506,12,7.0,26.601,43.76,58.039,58.955,56.534,-1.0,-1.25,0.582,0.164,-12.53,-0.375,1.0,118.2,118.2,0.8328
10,ジューンテイク,5,差し,1803.444,13,4.45,28.663,67.114,73.771,79.136,80.181,-0.132,-0.053,0.582,0.164,1.645,0.361,1.0,118.2,118.2,0.8328
13,シェイクユアハート,7,差し,1802.951,14,6.67,29.156,67.357,78.592,85.989,87.365,0.457,0.524,0.582,0.164,8.524,-0.56,1.0,118.2,118.2,0.8328
14,スティンガーグラス,7,差し,1802.065,15,6.45,30.042,61.121,77.264,85.596,88.751,0.424,0.635,0.582,0.164,9.819,-0.042,1.0,118.2,118.2,0.8328
11,シンエンペラー,6,差し,1798.35,16,5.67,33.757,54.86,73.209,81.503,84.782,0.072,0.316,0.582,0.164,6.079,-0.07,1.0,118.2,118.2,0.8328
8,タガノデュード,4,追込,1782.511,17,3.65,49.596,71.2,81.806,88.626,89.88,0.684,0.725,0.582,0.164,8.32,0.22,1.0,118.2,118.2,0.8328
6,ビザンチンドリーム,3,追込,1766.224,18,2.65,65.883,58.422,76.695,85.182,88.356,0.388,0.603,0.582,0.164,6.917,0.338,1.0,118.2,118.2,0.8328
5,クロワデュノール,3,先行,1839.465,1,2.22,0.0,84.154,89.408,93.784,92.129,1.0,0.906,0.59,0.181,13.616,-0.074,1.0,118.675,118.675,0.8361
2,ミュージアムマイル,1,先行,1837.042,2,0.0,2.423,73.195,82.272,88.292,89.686,0.655,0.71,0.59,0.181,11.139,0.579,1.0,118.675,118.675,0.8361
17,レガレイラ,8,先行,1835.035,3,7.0,4.43,68.507,79.338,86.312,88.703,0.485,0.631,0.59,0.181,10.142,0.713,1.0,118.675,118.675,0.8361
4,ミクニインスパイア,2,先行,1831.905,4,1.0,7.56,62.769,75.093,80.598,81.531,-0.006,0.056,0.59,0.181,2.498,0.142,1.0,118.675,118.675,0.8361
7,ファミリータイム,4,先行,1830.925,5,3.22,8.54,60.592,73.6,79.145,79.588,-0.131,-0.1,0.59,0.181,0.621,-0.623,1.0,118.675,118.675,0.8361
16,メイショウタバル,8,逃げ,1829.466,6,7.0,9.999,74.557,75.358,74.809,68.679,-0.504,-0.975,0.59,0.181,-12.33,0.227,1.0,118.675,118.675,0.8361
12,マイネルエンペラー,6,逃げ,1824.808,7,5.0,14.657,52.086,66.306,69.937,70.065,-0.922,-0.864,0.59,0.181,-10.925,0.09,1.0,118.675,118.675,0.8361
9,コスモキュランダ,5,先行,1824.571,8,4.22,14.894,64.219,71.241,72.936,69.798,-0.665,-0.886,0.59,0.181,-9.535,-0.541,1.0,118.675,118.675,0.8361
1,ダノンデサイル,1,差し,1820.065,9,0.67,19.4,79.175,85.766,91.14,90.782,0.9,0.798,0.59,0.181,12.903,-0.57,1.0,118.675,118.675,0.8361
15,マイユニバース,7,差し,1816.084,10,6.67,23.381,70.558,80.631,87.338,88.656,0.573,0.627,0.59,0.181,10.671,-0.769,1.0,118.675,118.675,0.8361
3,シュガークン,2,先行,1813.781,11,1.22,25.684,52.467,61.843,62.755,59.629,-1.0,-1.25,0.59,0.181,-14.627,-0.669,1.0,118.675,118.675,0.8361
18,ミステリーウェイ,8,先行,1811.685,12,7.0,27.78,43.76,58.039,58.955,56.534,-1.0,-1.25,0.59,0.181,-13.808,-0.375,1.0,118.675,118.675,0.8361
10,ジューンテイク,5,差し,1810.802,13,4.45,28.663,67.114,73.771,79.136,80.181,-0.132,-0.053,0.59,0.181,1.813,0.361,1.0,118.675,118.675,0.8361
13,シェイクユアハート,7,差し,1810.309,14,6.67,29.156,67.357,78.592,85.989,87.365,0.457,0.524,0.59,0.181,9.393,-0.56,1.0,118.675,118.675,0.8361
14,スティンガーグラス,7,差し,1809.423,15,6.45,30.042,61.121,77.264,85.596,88.751,0.424,0.635,0.59,0.181,10.821,-0.042,1.0,118.675,118.675,0.8361
11,シンエンペラー,6,差し,1805.708,16,5.67,33.757,54.86,73.209,81.503,84.782,0.072,0.316,0.59,0.181,6.699,-0.07,1.0,118.675,118.675,0.8361
8,タガノデュード,4,追込,1789.869,17,3.65,49.596,71.2,81.806,88.626,89.88,0.684,0.725,0.59,0.181,9.169,0.22,1.0,118.675,118.675,0.8361
6,ビザンチンドリーム,3,追込,1773.582,18,2.65,65.883,58.422,76.695,85.182,88.356,0.388,0.603,0.59,0.181,7.623,0.338,1.0,118.675,118.675,0.8361
5,クロワデュノール,3,先行,1846.823,1,2.22,0.0,84.154,89.408,93.784,92.129,1.0,0.906,0.599,0.197,14.877,-0.074,1.0,119.15,119.15,0.8395
2,ミュージアムマイル,1,先行,1844.4,2,0.0,2.423,73.195,82.272,88.292,89.686,0.655,0.71,0.599,0.197,12.17,0.579,1.0,119.15,119.15,0.8395
17,レガレイラ,8,先行,1842.393,3,7.0,4.43,68.507,79.338,86.312,88.703,0.485,0.631,0.599,0.197,11.081,0.713,1.0,119.15,119.15,0.8395
4,ミクニインスパイア,2,先行,1839.263,4,1.0,7.56,62.769,75.093,80.598,81.531,-0.006,0.056,0.599,0.197,2.729,0.142,1.0,119.15,119.15,0.8395
7,ファミリータイム,4,先行,1838.283,5,3.22,8.54,60.592,73.6,79.145,79.588,-0.131,-0.1,0.599,0.197,0.679,-0.623,1.0,119.15,119.15,0.8395
16,メイショウタバル,8,逃げ,1835.778,6,7.0,11.045,74.557,75.358,74.809,68.679,-0.504,-0.975,0.599,0.197,-13.472,0.227,1.0,119.15,119.15,0.8395
12,マイネルエンペラー,6,逃げ,1831.217,7,5.0,15.605,52.086,66.306,69.937,70.065,-0.922,-0.864,0.599,0.197,-11.936,0.09,1.0,119.15,119.15,0.8395
