horse_number,horse_name,frame,actual_running_style,position_m,rank,lane,gap_from_leader,race_power,performance_index,mid_race_move_score,normalized_mid_race_move,final_performance_score,late_power,normalized_final_performance,normalized_late_power,late_phase,late_ratio,gap_adjustment,escape_fade,stalker_fade,fade_penalty,late_gain_multiplier,tie_breaker,ability_factor,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,stamina,acceleration,last3f_score,pace,time,elapsed_time,progress
18,ミステリーウェイ,8,逃げ,7.008,2,7.0,0.35,43.76,59.868,63.926,-0.833,60.784,61.535,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,0.475,0.475,0.0033
14,スティンガーグラス,7,先行,6.658,3,6.0,0.7,61.121,76.525,63.904,-0.837,84.607,80.744,0.523,0.438,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,0.475,0.475,0.0033
11,シンエンペラー,6,先行,6.308,4,5.22,1.05,54.86,73.25,67.405,-0.216,81.295,78.555,0.213,0.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,0.475,0.475,0.0033
15,マイユニバース,7,差し,5.958,5,6.22,1.4,70.558,80.631,73.863,0.931,87.338,84.515,0.778,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,0.475,0.475,0.0033
13,シェイクユアハート,7,差し,5.608,6,6.22,1.75,67.357,78.592,66.532,-0.371,85.989,82.377,0.652,0.638,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,0.475,0.475,0.0033
10,ジューンテイク,5,差し,5.258,7,4.0,2.1,67.114,73.771,69.824,0.214,79.136,77.483,0.011,0.039,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,0.475,0.475,0.0033
12,マイネルエンペラー,6,差し,4.908,8,5.0,2.45,52.086,65.976,65.239,-0.6,69.856,69.505,-0.857,-0.939,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,0.475,0.475,0.0033
17,レガレイラ,8,追込,4.558,9,7.0,2.8,68.507,80.153,68.664,0.008,87.377,84.321,0.782,0.877,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,0.475,0.475,0.0033
16,メイショウタバル,8,逃げ,14.716,1,7.0,0.0,74.557,75.358,78.228,1.0,74.809,75.475,-0.394,-0.207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,0.949,0.949,0.0067
18,ミステリーウェイ,8,逃げ,14.366,2,7.0,0.35,43.76,59.868,63.926,-0.833,60.784,61.535,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,0.949,0.949,0.0067
14,スティンガーグラス,7,先行,14.016,3,6.0,0.7,61.121,76.525,63.904,-0.837,84.607,80.744,0.523,0.438,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,0.949,0.949,0.0067
11,シンエンペラー,6,先行,13.666,4,5.22,1.05,54.86,73.25,67.405,-0.216,81.295,78.555,0.213,0.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,0.949,0.949,0.0067
15,マイユニバース,7,差し,13.316,5,6.22,1.4,70.558,80.631,73.863,0.931,87.338,84.515,0.778,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,0.949,0.949,0.0067
13,シェイクユアハート,7,差し,12.966,6,6.22,1.75,67.357,78.592,66.532,-0.371,85.989,82.377,0.652,0.638,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,0.949,0.949,0.0067
10,ジューンテイク,5,差し,12.616,7,4.0,2.1,67.114,73.771,69.824,0.214,79.136,77.483,0.011,0.039,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,0.949,0.949,0.0067
12,マイネルエンペラー,6,差し,12.266,8,5.0,2.45,52.086,65.976,65.239,-0.6,69.856,69.505,-0.857,-0.939,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,0.949,0.949,0.0067
17,レガレイラ,8,追込,11.916,9,7.0,2.8,68.507,80.153,68.664,0.008,87.377,84.321,0.782,0.877,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,0.949,0.949,0.0067
16,メイショウタバル,8,逃げ,22.074,1,7.0,0.0,74.557,75.358,78.228,1.0,74.809,75.475,-0.394,-0.207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,1.424,1.424,0.01
18,ミステリーウェイ,8,逃げ,21.724,2,7.0,0.35,43.76,59.868,63.926,-0.833,60.784,61.535,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,1.424,1.424,0.01
14,スティンガーグラス,7,先行,21.359,3,6.0,0.715,61.121,76.525,63.904,-0.837,84.607,80.744,0.523,0.438,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,1.424,1.424,0.01
11,シンエンペラー,6,先行,21.009,4,5.22,1.065,54.86,73.25,67.405,-0.216,81.295,78.555,0.213,0.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,1.424,1.424,0.01
15,マイユニバース,7,差し,20.326,5,6.22,1.748,70.558,80.631,73.863,0.931,87.338,84.515,0.778,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,1.424,1.424,0.01
13,シェイクユアハート,7,差し,19.976,6,6.22,2.098,67.357,78.592,66.532,-0.371,85.989,82.377,0.652,0.638,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,1.424,1.424,0.01
10,ジューンテイク,5,差し,19.626,7,4.0,2.448,67.114,73.771,69.824,0.214,79.136,77.483,0.011,0.039,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,1.424,1.424,0.01
12,マイネルエンペラー,6,差し,19.276,8,5.0,2.798,52.086,65.976,65.239,-0.6,69.856,69.505,-0.857,-0.939,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,1.424,1.424,0.01
17,レガレイラ,8,追込,18.926,9,7.0,3.148,68.507,80.153,68.664,0.008,87.377,84.321,0.782,0.877,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,1.424,1.424,0.01
16,メイショウタバル,8,逃げ,29.431,1,7.0,0.0,74.557,75.358,78.228,1.0,74.809,75.475,-0.394,-0.207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,1.899,1.899,0.0134
18,ミステリーウェイ,8,逃げ,29.081,2,7.0,0.35,43.76,59.868,63.926,-0.833,60.784,61.535,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,1.899,1.899,0.0134
14,スティンガーグラス,7,先行,28.478,3,6.0,0.953,61.121,76.525,63.904,-0.837,84.607,80.744,0.523,0.438,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,1.899,1.899,0.0134
11,シンエンペラー,6,先行,28.128,4,5.22,1.303,54.86,73.25,67.405,-0.216,81.295,78.555,0.213,0.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,1.899,1.899,0.0134
15,マイユニバース,7,差し,27.101,5,6.22,2.33,70.558,80.631,73.863,0.931,87.338,84.515,0.778,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,1.899,1.899,0.0134
13,シェイクユアハート,7,差し,26.723,6,6.22,2.709,67.357,78.592,66.532,-0.371,85.989,82.377,0.652,0.638,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,1.899,1.899,0.0134
10,ジューンテイク,5,差し,26.373,7,4.0,3.059,67.114,73.771,69.824,0.214,79.136,77.483,0.011,0.039,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,1.899,1.899,0.0134
12,マイネルエンペラー,6,差し,26.023,8,5.0,3.409,52.086,65.976,65.239,-0.6,69.856,69.505,-0.857,-0.939,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,1.899,1.899,0.0134
17,レガレイラ,8,追込,25.38,9,7.0,4.051,68.507,80.153,68.664,0.008,87.377,84.321,0.782,0.877,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,1.899,1.899,0.0134
16,メイショウタバル,8,逃げ,36.789,1,7.0,0.0,74.557,75.358,78.228,1.0,74.809,75.475,-0.394,-0.207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,2.374,2.374,0.0167
18,ミステリーウェイ,8,逃げ,36.439,2,7.0,0.35,43.76,59.868,63.926,-0.833,60.784,61.535,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,2.374,2.374,0.0167
14,スティンガーグラス,7,先行,35.598,3,6.0,1.192,61.121,76.525,63.904,-0.837,84.607,80.744,0.523,0.438,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,2.374,2.374,0.0167
11,シンエンペラー,6,先行,35.176,4,5.22,1.613,54.86,73.25,67.405,-0.216,81.295,78.555,0.213,0.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,2.374,2.374,0.0167
15,マイユニバース,7,差し,33.876,5,6.22,2.913,70.558,80.631,73.863,0.931,87.338,84.515,0.778,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,2.374,2.374,0.0167
13,シェイクユアハート,7,差し,33.403,6,6.22,3.386,67.357,78.592,66.532,-0.371,85.989,82.377,0.652,0.638,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,2.374,2.374,0.0167
10,ジューンテイク,5,差し,33.053,7,4.0,3.736,67.114,73.771,69.824,0.214,79.136,77.483,0.011,0.039,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,2.374,2.374,0.0167
12,マイネルエンペラー,6,差し,32.703,8,5.0,4.086,52.086,65.976,65.239,-0.6,69.856,69.505,-0.857,-0.939,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,2.374,2.374,0.0167
17,レガレイラ,8,追込,31.725,9,7.0,5.064,68.507,80.153,68.664,0.008,87.377,84.321,0.782,0.877,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,2.374,2.374,0.0167
16,メイショウタバル,8,逃げ,44.147,1,7.0,0.0,74.557,75.358,78.228,1.0,74.809,75.475,-0.394,-0.207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,2.848,2.848,0.0201
18,ミステリーウェイ,8,逃げ,43.759,2,7.0,0.389,43.76,59.868,63.926,-0.833,60.784,61.535,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,2.848,2.848,0.0201
14,スティンガーグラス,7,先行,42.717,3,6.0,1.43,61.121,76.525,63.904,-0.837,84.607,80.744,0.523,0.438,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,2.848,2.848,0.0201
11,シンエンペラー,6,先行,42.211,4,5.22,1.936,54.86,73.25,67.405,-0.216,81.295,78.555,0.213,0.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,2.848,2.848,0.0201
15,マイユニバース,7,差し,40.652,5,6.22,3.496,70.558,80.631,73.863,0.931,87.338,84.515,0.778,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,2.848,2.848,0.0201
13,シェイクユアハート,7,差し,40.084,6,6.22,4.063,67.357,78.592,66.532,-0.371,85.989,82.377,0.652,0.638,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,2.848,2.848,0.0201
10,ジューンテイク,5,差し,39.734,7,4.0,4.413,67.114,73.771,69.824,0.214,79.136,77.483,0.011,0.039,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,2.848,2.848,0.0201
12,マイネルエンペラー,6,差し,39.373,8,5.0,4.774,52.086,65.976,65.239,-0.6,69.856,69.505,-0.857,-0.939,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,2.848,2.848,0.0201
17,レガレイラ,8,追込,38.07,9,7.0,6.077,68.507,80.153,68.664,0.008,87.377,84.321,0.782,0.877,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,2.848,2.848,0.0201
16,メイショウタバル,8,逃げ,51.505,1,7.0,0.0,74.557,75.358,78.228,1.0,74.809,75.475,-0.394,-0.207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,3.323,3.323,0.0234
18,ミステリーウェイ,8,逃げ,51.052,2,7.0,0.453,43.76,59.868,63.926,-0.833,60.784,61.535,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,3.323,3.323,0.0234
14,スティンガーグラス,7,先行,49.837,3,6.0,1.668,61.121,76.525,63.904,-0.837,84.607,80.744,0.523,0.438,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,3.323,3.323,0.0234
11,シンエンペラー,6,先行,49.247,4,5.22,2.258,54.86,73.25,67.405,-0.216,81.295,78.555,0.213,0.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,3.323,3.323,0.0234
15,マイユニバース,7,差し,47.427,5,6.22,4.078,70.558,80.631,73.863,0.931,87.338,84.515,0.778,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,3.323,3.323,0.0234
13,シェイクユアハート,7,差し,46.765,6,6.22,4.74,67.357,78.592,66.532,-0.371,85.989,82.377,0.652,0.638,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,3.323,3.323,0.0234
10,ジューンテイク,5,差し,46.387,7,4.0,5.118,67.114,73.771,69.824,0.214,79.136,77.483,0.011,0.039,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,3.323,3.323,0.0234
12,マイネルエンペラー,6,差し,45.935,8,5.0,5.57,52.086,65.976,65.239,-0.6,69.856,69.505,-0.857,-0.939,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,3.323,3.323,0.0234
17,レガレイラ,8,追込,44.416,9,7.0,7.09,68.507,80.153,68.664,0.008,87.377,84.321,0.782,0.877,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,3.323,3.323,0.0234
16,メイショウタバル,8,逃げ,58.863,1,7.0,0.0,74.557,75.358,78.228,1.0,74.809,75.475,-0.394,-0.207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,3.798,3.798,0.0268
18,ミステリーウェイ,8,逃げ,58.345,2,7.0,0.518,43.76,59.868,63.926,-0.833,60.784,61.535,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,3.798,3.798,0.0268
14,スティンガーグラス,7,先行,56.956,3,6.0,1.906,61.121,76.525,63.904,-0.837,84.607,80.744,0.523,0.438,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,3.798,3.798,0.0268
11,シンエンペラー,6,先行,56.282,4,5.22,2.581,54.86,73.25,67.405,-0.216,81.295,78.555,0.213,0.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,3.798,3.798,0.0268
15,マイユニバース,7,差し,54.202,5,6.22,4.661,70.558,80.631,73.863,0.931,87.338,84.515,0.778,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,3.798,3.798,0.0268
13,シェイクユアハート,7,差し,53.445,6,6.22,5.418,67.357,78.592,66.532,-0.371,85.989,82.377,0.652,0.638,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,3.798,3.798,0.0268
10,ジューンテイク,5,差し,53.013,7,4.0,5.85,67.114,73.771,69.824,0.214,79.136,77.483,0.011,0.039,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,3.798,3.798,0.0268
12,マイネルエンペラー,6,差し,52.497,8,5.0,6.365,52.086,65.976,65.239,-0.6,69.856,69.505,-0.857,-0.939,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,3.798,3.798,0.0268
17,レガレイラ,8,追込,50.761,9,7.0,8.102,68.507,80.153,68.664,0.008,87.377,84.321,0.782,0.877,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.713,0.0,0.34,0.314,0.719,0.671,1.0,67.084,100.0,100.0,100.0,medium,3.798,3.798,0.0268
16,メイショウタバル,8,逃げ,66.221,1,7.0,0.0,74.557,75.358,78.228,1.0,74.809,75.475,-0.394,-0.207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.227,0.0,0.911,0.911,0.04,0.738,1.0,73.79,82.049,66.925,66.925,medium,4.272,4.272,0.0301
18,ミステリーウェイ,8,逃げ,65.638,2,7.0,0.583,43.76,59.868,63.926,-0.833,60.784,61.535,-1.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.375,0.0,0.786,0.787,0.0,0.547,1.0,54.75,96.416,51.148,51.148,medium,4.272,4.272,0.0301
14,スティンガーグラス,7,先行,64.076,3,6.0,2.145,61.121,76.525,63.904,-0.837,84.607,80.744,0.523,0.438,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.042,0.0,0.355,0.406,0.577,0.563,1.0,56.321,100.0,100.0,100.0,medium,4.272,4.272,0.0301
11,シンエンペラー,6,先行,63.317,4,5.22,2.904,54.86,73.25,67.405,-0.216,81.295,78.555,0.213,0.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07,0.0,0.541,0.531,0.205,0.643,1.0,64.317,100.0,95.118,95.118,medium,4.272,4.272,0.0301
15,マイユニバース,7,差し,60.977,5,6.22,5.243,70.558,80.631,73.863,0.931,87.338,84.515,0.778,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.769,0.0,0.592,0.592,0.512,0.683,1.0,68.346,100.0,98.956,98.956,medium,4.272,4.272,0.0301
13,シェイクユアハート,7,差し,60.126,6,6.22,6.095,67.357,78.592,66.532,-0.371,85.989,82.377,0.652,0.638,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.56,0.0,0.364,0.368,0.65,0.66,1.0,66.042,88.753,100.0,100.0,medium,4.272,4.272,0.0301
10,ジューンテイク,5,差し,59.64,7,4.0,6.581,67.114,73.771,69.824,0.214,79.136,77.483,0.011,0.039,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.361,0.0,0.524,0.549,0.278,0.697,1.0,69.684,84.654,89.662,89.662,medium,4.272,4.272,0.0301
12,マイネルエンペラー,6,差し,59.06,8,5.0,7.161,52.086,65.976,65.239,-0.6,69.856,69.505,-0.857,-0.939,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.0,0.562,0.562,0.107,0.595,1.0,59.477,100.0,70.967,70.967,medium,4.272,4.272,0.0301
