horse_number,horse_name,frame,actual_running_style,position_m,rank,lane,gap_from_leader,race_power,normalized_race_power,power_effect,ability_factor,target_rank_ratio,target_position_m,time,elapsed_time,progress
2,ミュージアムマイル,1,先行,1118.336,3,0.0,3.664,73.195,0.846,0.032,0.3,0.207,1118.28,72.923,72.923,0.51
3,シュガークン,2,先行,1117.76,4,1.12,4.24,52.467,-1.239,-0.1753,0.3,0.233,1117.8,72.923,72.923,0.51
4,ミクニインスパイア,2,先行,1117.333,5,0.88,4.667,62.769,-0.203,-0.0723,0.3,0.26,1117.32,72.923,72.923,0.51
5,クロワデュノール,3,先行,1116.924,6,2.12,5.076,84.154,1.5,0.1415,0.3,0.287,1116.84,72.923,72.923,0.51
17,レガレイラ,8,先行,1116.541,7,7.0,5.459,68.507,0.375,-0.0149,0.3,0.367,1116.5,72.923,72.923,0.51
7,ファミリータイム,4,先行,1116.421,8,3.12,5.579,60.592,-0.422,-0.0941,0.3,0.313,1116.5,72.923,72.923,0.51
9,コスモキュランダ,5,先行,1116.301,9,4.12,5.699,64.219,-0.057,-0.0578,0.3,0.34,1116.5,72.923,72.923,0.51
18,ミステリーウェイ,8,先行,1116.181,10,6.88,5.819,43.76,-1.5,-0.2624,0.3,0.393,1116.5,72.923,72.923,0.51
1,ダノンデサイル,1,差し,1113.75,11,0.24,8.25,79.175,1.448,0.0918,0.3,0.463,1113.669,72.923,72.923,0.51
10,ジューンテイク,5,差し,1112.924,12,4.0,9.076,67.114,0.234,-0.0289,0.3,0.506,1112.897,72.923,72.923,0.51
11,シンエンペラー,6,差し,1112.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.3,0.549,1112.126,72.923,72.923,0.51
13,シェイクユアハート,7,差し,1111.381,14,6.24,10.619,67.357,0.259,-0.0264,0.3,0.591,1111.354,72.923,72.923,0.51
14,スティンガーグラス,7,差し,1110.596,15,6.0,11.404,61.121,-0.369,-0.0888,0.3,0.634,1110.583,72.923,72.923,0.51
15,マイユニバース,7,差し,1110.044,16,6.24,11.956,70.558,0.581,0.0056,0.3,0.677,1110.0,72.923,72.923,0.51
6,ビザンチンドリーム,3,追込,1107.365,17,2.0,14.635,58.422,-0.64,-0.1158,0.3,0.813,1107.36,72.923,72.923,0.51
8,タガノデュード,4,追込,1105.731,18,3.0,16.269,71.2,0.645,0.012,0.3,0.907,1105.68,72.923,72.923,0.51
12,マイネルエンペラー,6,逃げ,1142.904,1,4.88,1.096,52.086,-1.278,-0.1791,0.3,0.06,1142.92,74.353,74.353,0.52
16,メイショウタバル,8,逃げ,1142.034,2,6.88,1.966,74.557,0.983,0.0456,0.3,0.12,1142.0,74.353,74.353,0.52
2,ミュージアムマイル,1,先行,1140.336,3,0.0,3.664,73.195,0.846,0.032,0.3,0.207,1140.28,74.353,74.353,0.52
3,シュガークン,2,先行,1139.76,4,1.12,4.24,52.467,-1.239,-0.1753,0.3,0.233,1139.8,74.353,74.353,0.52
4,ミクニインスパイア,2,先行,1139.333,5,0.88,4.667,62.769,-0.203,-0.0723,0.3,0.26,1139.32,74.353,74.353,0.52
5,クロワデュノール,3,先行,1138.924,6,2.12,5.076,84.154,1.5,0.1415,0.3,0.287,1138.84,74.353,74.353,0.52
17,レガレイラ,8,先行,1138.541,7,7.0,5.459,68.507,0.375,-0.0149,0.3,0.367,1138.5,74.353,74.353,0.52
7,ファミリータイム,4,先行,1138.421,8,3.12,5.579,60.592,-0.422,-0.0941,0.3,0.313,1138.5,74.353,74.353,0.52
9,コスモキュランダ,5,先行,1138.301,9,4.12,5.699,64.219,-0.057,-0.0578,0.3,0.34,1138.5,74.353,74.353,0.52
18,ミステリーウェイ,8,先行,1138.181,10,6.88,5.819,43.76,-1.5,-0.2624,0.3,0.393,1138.5,74.353,74.353,0.52
1,ダノンデサイル,1,差し,1135.75,11,0.24,8.25,79.175,1.448,0.0918,0.3,0.463,1135.669,74.353,74.353,0.52
10,ジューンテイク,5,差し,1134.924,12,4.0,9.076,67.114,0.234,-0.0289,0.3,0.506,1134.897,74.353,74.353,0.52
11,シンエンペラー,6,差し,1134.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.3,0.549,1134.126,74.353,74.353,0.52
13,シェイクユアハート,7,差し,1133.381,14,6.24,10.619,67.357,0.259,-0.0264,0.3,0.591,1133.354,74.353,74.353,0.52
14,スティンガーグラス,7,差し,1132.596,15,6.0,11.404,61.121,-0.369,-0.0888,0.3,0.634,1132.583,74.353,74.353,0.52
15,マイユニバース,7,差し,1132.044,16,6.24,11.956,70.558,0.581,0.0056,0.3,0.677,1132.0,74.353,74.353,0.52
6,ビザンチンドリーム,3,追込,1129.365,17,2.0,14.635,58.422,-0.64,-0.1158,0.3,0.813,1129.36,74.353,74.353,0.52
8,タガノデュード,4,追込,1127.731,18,3.0,16.269,71.2,0.645,0.012,0.3,0.907,1127.68,74.353,74.353,0.52
12,マイネルエンペラー,6,逃げ,1164.904,1,4.88,1.096,52.086,-1.278,-0.1791,0.3,0.06,1164.92,75.782,75.782,0.53
16,メイショウタバル,8,逃げ,1164.034,2,6.88,1.966,74.557,0.983,0.0456,0.3,0.12,1164.0,75.782,75.782,0.53
2,ミュージアムマイル,1,先行,1162.336,3,0.0,3.664,73.195,0.846,0.032,0.3,0.207,1162.28,75.782,75.782,0.53
3,シュガークン,2,先行,1161.76,4,1.12,4.24,52.467,-1.239,-0.1753,0.3,0.233,1161.8,75.782,75.782,0.53
4,ミクニインスパイア,2,先行,1161.333,5,0.88,4.667,62.769,-0.203,-0.0723,0.3,0.26,1161.32,75.782,75.782,0.53
5,クロワデュノール,3,先行,1160.924,6,2.12,5.076,84.154,1.5,0.1415,0.3,0.287,1160.84,75.782,75.782,0.53
17,レガレイラ,8,先行,1160.541,7,7.0,5.459,68.507,0.375,-0.0149,0.3,0.367,1160.5,75.782,75.782,0.53
7,ファミリータイム,4,先行,1160.421,8,3.12,5.579,60.592,-0.422,-0.0941,0.3,0.313,1160.5,75.782,75.782,0.53
9,コスモキュランダ,5,先行,1160.301,9,4.12,5.699,64.219,-0.057,-0.0578,0.3,0.34,1160.5,75.782,75.782,0.53
18,ミステリーウェイ,8,先行,1160.181,10,6.88,5.819,43.76,-1.5,-0.2624,0.3,0.393,1160.5,75.782,75.782,0.53
1,ダノンデサイル,1,差し,1157.75,11,0.24,8.25,79.175,1.448,0.0918,0.3,0.463,1157.669,75.782,75.782,0.53
10,ジューンテイク,5,差し,1156.924,12,4.0,9.076,67.114,0.234,-0.0289,0.3,0.506,1156.897,75.782,75.782,0.53
11,シンエンペラー,6,差し,1156.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.3,0.549,1156.126,75.782,75.782,0.53
13,シェイクユアハート,7,差し,1155.381,14,6.24,10.619,67.357,0.259,-0.0264,0.3,0.591,1155.354,75.782,75.782,0.53
14,スティンガーグラス,7,差し,1154.596,15,6.0,11.404,61.121,-0.369,-0.0888,0.3,0.634,1154.583,75.782,75.782,0.53
15,マイユニバース,7,差し,1154.044,16,6.24,11.956,70.558,0.581,0.0056,0.3,0.677,1154.0,75.782,75.782,0.53
6,ビザンチンドリーム,3,追込,1151.365,17,2.0,14.635,58.422,-0.64,-0.1158,0.3,0.813,1151.36,75.782,75.782,0.53
8,タガノデュード,4,追込,1149.731,18,3.0,16.269,71.2,0.645,0.012,0.3,0.907,1149.68,75.782,75.782,0.53
12,マイネルエンペラー,6,逃げ,1186.904,1,4.88,1.096,52.086,-1.278,-0.1791,0.3,0.06,1186.92,77.212,77.212,0.54
16,メイショウタバル,8,逃げ,1186.034,2,6.88,1.966,74.557,0.983,0.0456,0.3,0.12,1186.0,77.212,77.212,0.54
2,ミュージアムマイル,1,先行,1184.336,3,0.0,3.664,73.195,0.846,0.032,0.3,0.207,1184.28,77.212,77.212,0.54
3,シュガークン,2,先行,1183.76,4,1.12,4.24,52.467,-1.239,-0.1753,0.3,0.233,1183.8,77.212,77.212,0.54
4,ミクニインスパイア,2,先行,1183.333,5,0.88,4.667,62.769,-0.203,-0.0723,0.3,0.26,1183.32,77.212,77.212,0.54
5,クロワデュノール,3,先行,1182.924,6,2.12,5.076,84.154,1.5,0.1415,0.3,0.287,1182.84,77.212,77.212,0.54
17,レガレイラ,8,先行,1182.541,7,7.0,5.459,68.507,0.375,-0.0149,0.3,0.367,1182.5,77.212,77.212,0.54
7,ファミリータイム,4,先行,1182.421,8,3.12,5.579,60.592,-0.422,-0.0941,0.3,0.313,1182.5,77.212,77.212,0.54
9,コスモキュランダ,5,先行,1182.301,9,4.12,5.699,64.219,-0.057,-0.0578,0.3,0.34,1182.5,77.212,77.212,0.54
18,ミステリーウェイ,8,先行,1182.181,10,6.88,5.819,43.76,-1.5,-0.2624,0.3,0.393,1182.5,77.212,77.212,0.54
1,ダノンデサイル,1,差し,1179.75,11,0.24,8.25,79.175,1.448,0.0918,0.3,0.463,1179.669,77.212,77.212,0.54
10,ジューンテイク,5,差し,1178.924,12,4.0,9.076,67.114,0.234,-0.0289,0.3,0.506,1178.897,77.212,77.212,0.54
11,シンエンペラー,6,差し,1178.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.3,0.549,1178.126,77.212,77.212,0.54
13,シェイクユアハート,7,差し,1177.381,14,6.24,10.619,67.357,0.259,-0.0264,0.3,0.591,1177.354,77.212,77.212,0.54
14,スティンガーグラス,7,差し,1176.596,15,6.0,11.404,61.121,-0.369,-0.0888,0.3,0.634,1176.583,77.212,77.212,0.54
15,マイユニバース,7,差し,1176.044,16,6.24,11.956,70.558,0.581,0.0056,0.3,0.677,1176.0,77.212,77.212,0.54
6,ビザンチンドリーム,3,追込,1173.365,17,2.0,14.635,58.422,-0.64,-0.1158,0.3,0.813,1173.36,77.212,77.212,0.54
8,タガノデュード,4,追込,1171.731,18,3.0,16.269,71.2,0.645,0.012,0.3,0.907,1171.68,77.212,77.212,0.54
12,マイネルエンペラー,6,逃げ,1208.904,1,4.88,1.096,52.086,-1.278,-0.1791,0.3,0.06,1208.92,78.642,78.642,0.55
16,メイショウタバル,8,逃げ,1208.034,2,6.88,1.966,74.557,0.983,0.0456,0.3,0.12,1208.0,78.642,78.642,0.55
2,ミュージアムマイル,1,先行,1206.336,3,0.0,3.664,73.195,0.846,0.032,0.3,0.207,1206.28,78.642,78.642,0.55
3,シュガークン,2,先行,1205.76,4,1.12,4.24,52.467,-1.239,-0.1753,0.3,0.233,1205.8,78.642,78.642,0.55
4,ミクニインスパイア,2,先行,1205.333,5,0.88,4.667,62.769,-0.203,-0.0723,0.3,0.26,1205.32,78.642,78.642,0.55
5,クロワデュノール,3,先行,1204.924,6,2.12,5.076,84.154,1.5,0.1415,0.3,0.287,1204.84,78.642,78.642,0.55
17,レガレイラ,8,先行,1204.541,7,7.0,5.459,68.507,0.375,-0.0149,0.3,0.367,1204.5,78.642,78.642,0.55
7,ファミリータイム,4,先行,1204.421,8,3.12,5.579,60.592,-0.422,-0.0941,0.3,0.313,1204.5,78.642,78.642,0.55
9,コスモキュランダ,5,先行,1204.301,9,4.12,5.699,64.219,-0.057,-0.0578,0.3,0.34,1204.5,78.642,78.642,0.55
18,ミステリーウェイ,8,先行,1204.181,10,6.88,5.819,43.76,-1.5,-0.2624,0.3,0.393,1204.5,78.642,78.642,0.55
1,ダノンデサイル,1,差し,1201.75,11,0.24,8.25,79.175,1.448,0.0918,0.3,0.463,1201.669,78.642,78.642,0.55
10,ジューンテイク,5,差し,1200.924,12,4.0,9.076,67.114,0.234,-0.0289,0.3,0.506,1200.897,78.642,78.642,0.55
11,シンエンペラー,6,差し,1200.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.3,0.549,1200.126,78.642,78.642,0.55
13,シェイクユアハート,7,差し,1199.381,14,6.24,10.619,67.357,0.259,-0.0264,0.3,0.591,1199.354,78.642,78.642,0.55
14,スティンガーグラス,7,差し,1198.596,15,6.0,11.404,61.121,-0.369,-0.0888,0.3,0.634,1198.583,78.642,78.642,0.55
15,マイユニバース,7,差し,1198.044,16,6.24,11.956,70.558,0.581,0.0056,0.3,0.677,1198.0,78.642,78.642,0.55
6,ビザンチンドリーム,3,追込,1195.365,17,2.0,14.635,58.422,-0.64,-0.1158,0.3,0.813,1195.36,78.642,78.642,0.55
8,タガノデュード,4,追込,1193.731,18,3.0,16.269,71.2,0.645,0.012,0.3,0.907,1193.68,78.642,78.642,0.55
12,マイネルエンペラー,6,逃げ,1230.904,1,4.88,1.096,52.086,-1.278,-0.1791,0.3,0.06,1230.92,80.072,80.072,0.56
16,メイショウタバル,8,逃げ,1230.034,2,6.88,1.966,74.557,0.983,0.0456,0.3,0.12,1230.0,80.072,80.072,0.56
2,ミュージアムマイル,1,先行,1228.336,3,0.0,3.664,73.195,0.846,0.032,0.3,0.207,1228.28,80.072,80.072,0.56
3,シュガークン,2,先行,1227.76,4,1.12,4.24,52.467,-1.239,-0.1753,0.3,0.233,1227.8,80.072,80.072,0.56
4,ミクニインスパイア,2,先行,1227.333,5,0.88,4.667,62.769,-0.203,-0.0723,0.3,0.26,1227.32,80.072,80.072,0.56
5,クロワデュノール,3,先行,1226.924,6,2.12,5.076,84.154,1.5,0.1415,0.3,0.287,1226.84,80.072,80.072,0.56
17,レガレイラ,8,先行,1226.541,7,7.0,5.459,68.507,0.375,-0.0149,0.3,0.367,1226.5,80.072,80.072,0.56
7,ファミリータイム,4,先行,1226.421,8,3.12,5.579,60.592,-0.422,-0.0941,0.3,0.313,1226.5,80.072,80.072,0.56
9,コスモキュランダ,5,先行,1226.301,9,4.12,5.699,64.219,-0.057,-0.0578,0.3,0.34,1226.5,80.072,80.072,0.56
18,ミステリーウェイ,8,先行,1226.181,10,6.88,5.819,43.76,-1.5,-0.2624,0.3,0.393,1226.5,80.072,80.072,0.56
1,ダノンデサイル,1,差し,1223.75,11,0.24,8.25,79.175,1.448,0.0918,0.3,0.463,1223.669,80.072,80.072,0.56
10,ジューンテイク,5,差し,1222.924,12,4.0,9.076,67.114,0.234,-0.0289,0.3,0.506,1222.897,80.072,80.072,0.56
11,シンエンペラー,6,差し,1222.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.3,0.549,1222.126,80.072,80.072,0.56
13,シェイクユアハート,7,差し,1221.381,14,6.24,10.619,67.357,0.259,-0.0264,0.3,0.591,1221.354,80.072,80.072,0.56
14,スティンガーグラス,7,差し,1220.596,15,6.0,11.404,61.121,-0.369,-0.0888,0.3,0.634,1220.583,80.072,80.072,0.56
15,マイユニバース,7,差し,1220.044,16,6.24,11.956,70.558,0.581,0.0056,0.3,0.677,1220.0,80.072,80.072,0.56
6,ビザンチンドリーム,3,追込,1217.365,17,2.0,14.635,58.422,-0.64,-0.1158,0.3,0.813,1217.36,80.072,80.072,0.56
8,タガノデュード,4,追込,1215.731,18,3.0,16.269,71.2,0.645,0.012,0.3,0.907,1215.68,80.072,80.072,0.56
12,マイネルエンペラー,6,逃げ,1252.904,1,4.88,1.096,52.086,-1.278,-0.1791,0.3,0.06,1252.92,81.502,81.502,0.57
16,メイショウタバル,8,逃げ,1252.034,2,6.88,1.966,74.557,0.983,0.0456,0.3,0.12,1252.0,81.502,81.502,0.57
2,ミュージアムマイル,1,先行,1250.336,3,0.0,3.664,73.195,0.846,0.032,0.3,0.207,1250.28,81.502,81.502,0.57
3,シュガークン,2,先行,1249.76,4,1.12,4.24,52.467,-1.239,-0.1753,0.3,0.233,1249.8,81.502,81.502,0.57
4,ミクニインスパイア,2,先行,1249.333,5,0.88,4.667,62.769,-0.203,-0.0723,0.3,0.26,1249.32,81.502,81.502,0.57
5,クロワデュノール,3,先行,1248.924,6,2.12,5.076,84.154,1.5,0.1415,0.3,0.287,1248.84,81.502,81.502,0.57
17,レガレイラ,8,先行,1248.541,7,7.0,5.459,68.507,0.375,-0.0149,0.3,0.367,1248.5,81.502,81.502,0.57
7,ファミリータイム,4,先行,1248.421,8,3.12,5.579,60.592,-0.422,-0.0941,0.3,0.313,1248.5,81.502,81.502,0.57
9,コスモキュランダ,5,先行,1248.301,9,4.12,5.699,64.219,-0.057,-0.0578,0.3,0.34,1248.5,81.502,81.502,0.57
18,ミステリーウェイ,8,先行,1248.181,10,6.88,5.819,43.76,-1.5,-0.2624,0.3,0.393,1248.5,81.502,81.502,0.57
1,ダノンデサイル,1,差し,1245.75,11,0.24,8.25,79.175,1.448,0.0918,0.3,0.463,1245.669,81.502,81.502,0.57
10,ジューンテイク,5,差し,1244.924,12,4.0,9.076,67.114,0.234,-0.0289,0.3,0.506,1244.897,81.502,81.502,0.57
11,シンエンペラー,6,差し,1244.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.3,0.549,1244.126,81.502,81.502,0.57
13,シェイクユアハート,7,差し,1243.381,14,6.24,10.619,67.357,0.259,-0.0264,0.3,0.591,1243.354,81.502,81.502,0.57
14,スティンガーグラス,7,差し,1242.596,15,6.0,11.404,61.121,-0.369,-0.0888,0.3,0.634,1242.583,81.502,81.502,0.57
15,マイユニバース,7,差し,1242.044,16,6.24,11.956,70.558,0.581,0.0056,0.3,0.677,1242.0,81.502,81.502,0.57
6,ビザンチンドリーム,3,追込,1239.365,17,2.0,14.635,58.422,-0.64,-0.1158,0.3,0.813,1239.36,81.502,81.502,0.57
8,タガノデュード,4,追込,1237.731,18,3.0,16.269,71.2,0.645,0.012,0.3,0.907,1237.68,81.502,81.502,0.57
12,マイネルエンペラー,6,逃げ,1274.904,1,4.88,1.096,52.086,-1.278,-0.1791,0.3,0.06,1274.92,82.932,82.932,0.58
16,メイショウタバル,8,逃げ,1274.034,2,6.88,1.966,74.557,0.983,0.0456,0.3,0.12,1274.0,82.932,82.932,0.58
2,ミュージアムマイル,1,先行,1272.336,3,0.0,3.664,73.195,0.846,0.032,0.3,0.207,1272.28,82.932,82.932,0.58
3,シュガークン,2,先行,1271.76,4,1.12,4.24,52.467,-1.239,-0.1753,0.3,0.233,1271.8,82.932,82.932,0.58
4,ミクニインスパイア,2,先行,1271.333,5,0.88,4.667,62.769,-0.203,-0.0723,0.3,0.26,1271.32,82.932,82.932,0.58
5,クロワデュノール,3,先行,1270.924,6,2.12,5.076,84.154,1.5,0.1415,0.3,0.287,1270.84,82.932,82.932,0.58
17,レガレイラ,8,先行,1270.541,7,7.0,5.459,68.507,0.375,-0.0149,0.3,0.367,1270.5,82.932,82.932,0.58
7,ファミリータイム,4,先行,1270.421,8,3.12,5.579,60.592,-0.422,-0.0941,0.3,0.313,1270.5,82.932,82.932,0.58
9,コスモキュランダ,5,先行,1270.301,9,4.12,5.699,64.219,-0.057,-0.0578,0.3,0.34,1270.5,82.932,82.932,0.58
18,ミステリーウェイ,8,先行,1270.181,10,6.88,5.819,43.76,-1.5,-0.2624,0.3,0.393,1270.5,82.932,82.932,0.58
1,ダノンデサイル,1,差し,1267.75,11,0.24,8.25,79.175,1.448,0.0918,0.3,0.463,1267.669,82.932,82.932,0.58
10,ジューンテイク,5,差し,1266.924,12,4.0,9.076,67.114,0.234,-0.0289,0.3,0.506,1266.897,82.932,82.932,0.58
11,シンエンペラー,6,差し,1266.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.3,0.549,1266.126,82.932,82.932,0.58
13,シェイクユアハート,7,差し,1265.381,14,6.24,10.619,67.357,0.259,-0.0264,0.3,0.591,1265.354,82.932,82.932,0.58
14,スティンガーグラス,7,差し,1264.596,15,6.0,11.404,61.121,-0.369,-0.0888,0.3,0.634,1264.583,82.932,82.932,0.58
15,マイユニバース,7,差し,1264.044,16,6.24,11.956,70.558,0.581,0.0056,0.3,0.677,1264.0,82.932,82.932,0.58
6,ビザンチンドリーム,3,追込,1261.365,17,2.0,14.635,58.422,-0.64,-0.1158,0.3,0.813,1261.36,82.932,82.932,0.58
8,タガノデュード,4,追込,1259.731,18,3.0,16.269,71.2,0.645,0.012,0.3,0.907,1259.68,82.932,82.932,0.58
12,マイネルエンペラー,6,逃げ,1296.904,1,4.88,1.096,52.086,-1.278,-0.1791,0.3,0.06,1296.92,84.362,84.362,0.59
16,メイショウタバル,8,逃げ,1296.034,2,6.88,1.966,74.557,0.983,0.0456,0.3,0.12,1296.0,84.362,84.362,0.59
2,ミュージアムマイル,1,先行,1294.336,3,0.0,3.664,73.195,0.846,0.032,0.3,0.207,1294.28,84.362,84.362,0.59
3,シュガークン,2,先行,1293.76,4,1.12,4.24,52.467,-1.239,-0.1753,0.3,0.233,1293.8,84.362,84.362,0.59
4,ミクニインスパイア,2,先行,1293.333,5,0.88,4.667,62.769,-0.203,-0.0723,0.3,0.26,1293.32,84.362,84.362,0.59
5,クロワデュノール,3,先行,1292.924,6,2.12,5.076,84.154,1.5,0.1415,0.3,0.287,1292.84,84.362,84.362,0.59
17,レガレイラ,8,先行,1292.541,7,7.0,5.459,68.507,0.375,-0.0149,0.3,0.367,1292.5,84.362,84.362,0.59
7,ファミリータイム,4,先行,1292.421,8,3.12,5.579,60.592,-0.422,-0.0941,0.3,0.313,1292.5,84.362,84.362,0.59
9,コスモキュランダ,5,先行,1292.301,9,4.12,5.699,64.219,-0.057,-0.0578,0.3,0.34,1292.5,84.362,84.362,0.59
18,ミステリーウェイ,8,先行,1292.181,10,6.88,5.819,43.76,-1.5,-0.2624,0.3,0.393,1292.5,84.362,84.362,0.59
1,ダノンデサイル,1,差し,1289.75,11,0.24,8.25,79.175,1.448,0.0918,0.3,0.463,1289.669,84.362,84.362,0.59
10,ジューンテイク,5,差し,1288.924,12,4.0,9.076,67.114,0.234,-0.0289,0.3,0.506,1288.897,84.362,84.362,0.59
11,シンエンペラー,6,差し,1288.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.3,0.549,1288.126,84.362,84.362,0.59
13,シェイクユアハート,7,差し,1287.381,14,6.24,10.619,67.357,0.259,-0.0264,0.3,0.591,1287.354,84.362,84.362,0.59
14,スティンガーグラス,7,差し,1286.596,15,6.0,11.404,61.121,-0.369,-0.0888,0.3,0.634,1286.583,84.362,84.362,0.59
15,マイユニバース,7,差し,1286.044,16,6.24,11.956,70.558,0.581,0.0056,0.3,0.677,1286.0,84.362,84.362,0.59
6,ビザンチンドリーム,3,追込,1283.365,17,2.0,14.635,58.422,-0.64,-0.1158,0.3,0.813,1283.36,84.362,84.362,0.59
8,タガノデュード,4,追込,1281.731,18,3.0,16.269,71.2,0.645,0.012,0.3,0.907,1281.68,84.362,84.362,0.59
12,マイネルエンペラー,6,逃げ,1318.92,1,4.88,1.08,52.086,-1.278,-0.1791,0.7,0.06,1318.92,85.791,85.791,0.6
16,メイショウタバル,8,逃げ,1318.0,2,6.88,2.0,74.557,0.983,0.0456,0.7,0.12,1318.0,85.791,85.791,0.6
2,ミュージアムマイル,1,先行,1316.28,3,0.0,3.72,73.195,0.846,0.032,0.7,0.207,1316.28,85.791,85.791,0.6
3,シュガークン,2,先行,1315.8,4,1.12,4.2,52.467,-1.239,-0.1753,0.7,0.233,1315.8,85.791,85.791,0.6
4,ミクニインスパイア,2,先行,1315.32,5,0.88,4.68,62.769,-0.203,-0.0723,0.7,0.26,1315.32,85.791,85.791,0.6
5,クロワデュノール,3,先行,1314.84,6,2.12,5.16,84.154,1.5,0.1415,0.7,0.287,1314.84,85.791,85.791,0.6
7,ファミリータイム,4,先行,1314.5,7,3.12,5.5,60.592,-0.422,-0.0941,0.7,0.313,1314.5,85.791,85.791,0.6
17,レガレイラ,8,先行,1314.5,8,7.0,5.5,68.507,0.375,-0.0149,0.7,0.367,1314.5,85.791,85.791,0.6
9,コスモキュランダ,5,先行,1314.5,9,4.12,5.5,64.219,-0.057,-0.0578,0.7,0.34,1314.5,85.791,85.791,0.6
18,ミステリーウェイ,8,先行,1314.5,10,6.88,5.5,43.76,-1.5,-0.2624,0.7,0.393,1314.5,85.791,85.791,0.6
1,ダノンデサイル,1,差し,1311.669,11,0.24,8.331,79.175,1.448,0.0918,0.7,0.463,1311.669,85.791,85.791,0.6
10,ジューンテイク,5,差し,1310.897,12,4.0,9.103,67.114,0.234,-0.0289,0.7,0.506,1310.897,85.791,85.791,0.6
11,シンエンペラー,6,差し,1310.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.7,0.549,1310.126,85.791,85.791,0.6
13,シェイクユアハート,7,差し,1309.354,14,6.24,10.646,67.357,0.259,-0.0264,0.7,0.591,1309.354,85.791,85.791,0.6
14,スティンガーグラス,7,差し,1308.583,15,6.0,11.417,61.121,-0.369,-0.0888,0.7,0.634,1308.583,85.791,85.791,0.6
15,マイユニバース,7,差し,1308.0,16,6.24,12.0,70.558,0.581,0.0056,0.7,0.677,1308.0,85.791,85.791,0.6
6,ビザンチンドリーム,3,追込,1305.36,17,2.0,14.64,58.422,-0.64,-0.1158,0.7,0.813,1305.36,85.791,85.791,0.6
8,タガノデュード,4,追込,1303.68,18,3.0,16.32,71.2,0.645,0.012,0.7,0.907,1303.68,85.791,85.791,0.6
12,マイネルエンペラー,6,逃げ,1340.914,1,4.88,1.086,52.086,-1.278,-0.1791,0.7,0.06,1340.92,87.221,87.221,0.61
16,メイショウタバル,8,逃げ,1340.024,2,6.88,1.976,74.557,0.983,0.0456,0.7,0.12,1340.0,87.221,87.221,0.61
2,ミュージアムマイル,1,先行,1338.334,3,0.0,3.666,73.195,0.846,0.032,0.7,0.207,1338.28,87.221,87.221,0.61
3,シュガークン,2,先行,1337.786,4,1.12,4.214,52.467,-1.239,-0.1753,0.7,0.233,1337.8,87.221,87.221,0.61
4,ミクニインスパイア,2,先行,1337.333,5,0.88,4.667,62.769,-0.203,-0.0723,0.7,0.26,1337.32,87.221,87.221,0.61
5,クロワデュノール,3,先行,1336.922,6,2.12,5.078,84.154,1.5,0.1415,0.7,0.287,1336.84,87.221,87.221,0.61
17,レガレイラ,8,先行,1336.54,7,7.0,5.46,68.507,0.375,-0.0149,0.7,0.367,1336.5,87.221,87.221,0.61
7,ファミリータイム,4,先行,1336.513,8,3.12,5.487,60.592,-0.422,-0.0941,0.7,0.313,1336.5,87.221,87.221,0.61
9,コスモキュランダ,5,先行,1336.513,9,4.12,5.487,64.219,-0.057,-0.0578,0.7,0.34,1336.5,87.221,87.221,0.61
18,ミステリーウェイ,8,先行,1336.485,10,6.88,5.515,43.76,-1.5,-0.2624,0.7,0.393,1336.5,87.221,87.221,0.61
1,ダノンデサイル,1,差し,1333.698,11,0.24,8.302,79.175,1.448,0.0918,0.7,0.463,1333.669,87.221,87.221,0.61
10,ジューンテイク,5,差し,1332.907,12,4.0,9.093,67.114,0.234,-0.0289,0.7,0.506,1332.897,87.221,87.221,0.61
11,シンエンペラー,6,差し,1332.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.7,0.549,1332.126,87.221,87.221,0.61
13,シェイクユアハート,7,差し,1331.364,14,6.24,10.636,67.357,0.259,-0.0264,0.7,0.591,1331.354,87.221,87.221,0.61
14,スティンガーグラス,7,差し,1330.588,15,6.0,11.412,61.121,-0.369,-0.0888,0.7,0.634,1330.583,87.221,87.221,0.61
15,マイユニバース,7,差し,1330.016,16,6.24,11.984,70.558,0.581,0.0056,0.7,0.677,1330.0,87.221,87.221,0.61
6,ビザンチンドリーム,3,追込,1327.362,17,2.0,14.638,58.422,-0.64,-0.1158,0.7,0.813,1327.36,87.221,87.221,0.61
8,タガノデュード,4,追込,1325.698,18,3.0,16.302,71.2,0.645,0.012,0.7,0.907,1325.68,87.221,87.221,0.61
12,マイネルエンペラー,6,逃げ,1362.909,1,4.88,1.091,52.086,-1.278,-0.1791,0.7,0.06,1362.92,88.651,88.651,0.62
16,メイショウタバル,8,逃げ,1362.048,2,6.88,1.952,74.557,0.983,0.0456,0.7,0.12,1362.0,88.651,88.651,0.62
2,ミュージアムマイル,1,先行,1360.389,3,0.0,3.611,73.195,0.846,0.032,0.7,0.207,1360.28,88.651,88.651,0.62
