horse_number,horse_name,frame,actual_running_style,position_m,rank,lane,gap_from_leader,race_power,normalized_race_power,power_effect,ability_factor,target_rank_ratio,target_position_m,time,elapsed_time,progress
3,シュガークン,2,先行,1359.771,4,1.12,4.229,52.467,-1.239,-0.1753,0.7,0.233,1359.8,88.651,88.651,0.62
4,ミクニインスパイア,2,先行,1359.345,5,0.88,4.655,62.769,-0.203,-0.0723,0.7,0.26,1359.32,88.651,88.651,0.62
5,クロワデュノール,3,先行,1359.005,6,2.12,4.995,84.154,1.5,0.1415,0.7,0.287,1358.84,88.651,88.651,0.62
17,レガレイラ,8,先行,1358.58,7,7.0,5.42,68.507,0.375,-0.0149,0.7,0.367,1358.5,88.651,88.651,0.62
7,ファミリータイム,4,先行,1358.527,8,3.12,5.473,60.592,-0.422,-0.0941,0.7,0.313,1358.5,88.651,88.651,0.62
9,コスモキュランダ,5,先行,1358.526,9,4.12,5.474,64.219,-0.057,-0.0578,0.7,0.34,1358.5,88.651,88.651,0.62
18,ミステリーウェイ,8,先行,1358.469,10,6.88,5.531,43.76,-1.5,-0.2624,0.7,0.393,1358.5,88.651,88.651,0.62
1,ダノンデサイル,1,差し,1355.727,11,0.24,8.273,79.175,1.448,0.0918,0.7,0.463,1355.669,88.651,88.651,0.62
10,ジューンテイク,5,差し,1354.916,12,4.0,9.084,67.114,0.234,-0.0289,0.7,0.506,1354.897,88.651,88.651,0.62
11,シンエンペラー,6,差し,1354.126,13,5.24,9.874,54.86,-0.998,-0.1514,0.7,0.549,1354.126,88.651,88.651,0.62
13,シェイクユアハート,7,差し,1353.373,14,6.24,10.627,67.357,0.259,-0.0264,0.7,0.591,1353.354,88.651,88.651,0.62
14,スティンガーグラス,7,差し,1352.592,15,6.0,11.408,61.121,-0.369,-0.0888,0.7,0.634,1352.583,88.651,88.651,0.62
15,マイユニバース,7,差し,1352.031,16,6.24,11.969,70.558,0.581,0.0056,0.7,0.677,1352.0,88.651,88.651,0.62
6,ビザンチンドリーム,3,追込,1349.364,17,2.0,14.636,58.422,-0.64,-0.1158,0.7,0.813,1349.36,88.651,88.651,0.62
8,タガノデュード,4,追込,1347.717,18,3.0,16.283,71.2,0.645,0.012,0.7,0.907,1347.68,88.651,88.651,0.62
12,マイネルエンペラー,6,逃げ,1384.903,1,4.88,1.097,52.086,-1.278,-0.1791,0.7,0.06,1384.92,90.081,90.081,0.63
16,メイショウタバル,8,逃げ,1384.071,2,6.88,1.929,74.557,0.983,0.0456,0.7,0.12,1384.0,90.081,90.081,0.63
2,ミュージアムマイル,1,先行,1382.443,3,0.0,3.557,73.195,0.846,0.032,0.7,0.207,1382.28,90.081,90.081,0.63
3,シュガークン,2,先行,1381.757,4,1.12,4.243,52.467,-1.239,-0.1753,0.7,0.233,1381.8,90.081,90.081,0.63
4,ミクニインスパイア,2,先行,1381.358,5,0.88,4.642,62.769,-0.203,-0.0723,0.7,0.26,1381.32,90.081,90.081,0.63
5,クロワデュノール,3,先行,1381.087,6,2.12,4.913,84.154,1.5,0.1415,0.7,0.287,1380.84,90.081,90.081,0.63
17,レガレイラ,8,先行,1380.62,7,7.0,5.38,68.507,0.375,-0.0149,0.7,0.367,1380.5,90.081,90.081,0.63
7,ファミリータイム,4,先行,1380.54,8,3.12,5.46,60.592,-0.422,-0.0941,0.7,0.313,1380.5,90.081,90.081,0.63
9,コスモキュランダ,5,先行,1380.539,9,4.12,5.461,64.219,-0.057,-0.0578,0.7,0.34,1380.5,90.081,90.081,0.63
18,ミステリーウェイ,8,先行,1380.454,10,6.88,5.546,43.76,-1.5,-0.2624,0.7,0.393,1380.5,90.081,90.081,0.63
1,ダノンデサイル,1,差し,1377.756,11,0.24,8.244,79.175,1.448,0.0918,0.7,0.463,1377.669,90.081,90.081,0.63
10,ジューンテイク,5,差し,1376.926,12,4.0,9.074,67.114,0.234,-0.0289,0.7,0.506,1376.897,90.081,90.081,0.63
11,シンエンペラー,6,差し,1376.127,13,5.24,9.873,54.86,-0.998,-0.1514,0.7,0.549,1376.126,90.081,90.081,0.63
13,シェイクユアハート,7,差し,1375.383,14,6.24,10.617,67.357,0.259,-0.0264,0.7,0.591,1375.354,90.081,90.081,0.63
14,スティンガーグラス,7,差し,1374.597,15,6.0,11.403,61.121,-0.369,-0.0888,0.7,0.634,1374.583,90.081,90.081,0.63
15,マイユニバース,7,差し,1374.047,16,6.24,11.953,70.558,0.581,0.0056,0.7,0.677,1374.0,90.081,90.081,0.63
6,ビザンチンドリーム,3,追込,1371.366,17,2.0,14.634,58.422,-0.64,-0.1158,0.7,0.813,1371.36,90.081,90.081,0.63
8,タガノデュード,4,追込,1369.735,18,3.0,16.265,71.2,0.645,0.012,0.7,0.907,1369.68,90.081,90.081,0.63
12,マイネルエンペラー,6,逃げ,1406.897,1,4.88,1.103,52.086,-1.278,-0.1791,0.7,0.06,1406.92,91.511,91.511,0.64
16,メイショウタバル,8,逃げ,1406.095,2,6.88,1.905,74.557,0.983,0.0456,0.7,0.12,1406.0,91.511,91.511,0.64
2,ミュージアムマイル,1,先行,1404.497,3,0.0,3.503,73.195,0.846,0.032,0.7,0.207,1404.28,91.511,91.511,0.64
3,シュガークン,2,先行,1403.743,4,1.12,4.257,52.467,-1.239,-0.1753,0.7,0.233,1403.8,91.511,91.511,0.64
4,ミクニインスパイア,2,先行,1403.371,5,0.88,4.629,62.769,-0.203,-0.0723,0.7,0.26,1403.32,91.511,91.511,0.64
5,クロワデュノール,3,先行,1403.169,6,2.12,4.831,84.154,1.5,0.1415,0.7,0.287,1402.84,91.511,91.511,0.64
17,レガレイラ,8,先行,1402.66,7,7.0,5.34,68.507,0.375,-0.0149,0.7,0.367,1402.5,91.511,91.511,0.64
7,ファミリータイム,4,先行,1402.554,8,3.12,5.446,60.592,-0.422,-0.0941,0.7,0.313,1402.5,91.511,91.511,0.64
9,コスモキュランダ,5,先行,1402.552,9,4.12,5.448,64.219,-0.057,-0.0578,0.7,0.34,1402.5,91.511,91.511,0.64
18,ミステリーウェイ,8,先行,1402.439,10,6.88,5.561,43.76,-1.5,-0.2624,0.7,0.393,1402.5,91.511,91.511,0.64
1,ダノンデサイル,1,差し,1399.786,11,0.24,8.214,79.175,1.448,0.0918,0.7,0.463,1399.669,91.511,91.511,0.64
10,ジューンテイク,5,差し,1398.935,12,4.0,9.065,67.114,0.234,-0.0289,0.7,0.506,1398.897,91.511,91.511,0.64
11,シンエンペラー,6,差し,1398.127,13,5.24,9.873,54.86,-0.998,-0.1514,0.7,0.549,1398.126,91.511,91.511,0.64
13,シェイクユアハート,7,差し,1397.392,14,6.24,10.608,67.357,0.259,-0.0264,0.7,0.591,1397.354,91.511,91.511,0.64
14,スティンガーグラス,7,差し,1396.602,15,6.0,11.398,61.121,-0.369,-0.0888,0.7,0.634,1396.583,91.511,91.511,0.64
15,マイユニバース,7,差し,1396.062,16,6.24,11.938,70.558,0.581,0.0056,0.7,0.677,1396.0,91.511,91.511,0.64
6,ビザンチンドリーム,3,追込,1393.368,17,2.0,14.632,58.422,-0.64,-0.1158,0.7,0.813,1393.36,91.511,91.511,0.64
8,タガノデュード,4,追込,1391.753,18,3.0,16.247,71.2,0.645,0.012,0.7,0.907,1391.68,91.511,91.511,0.64
12,マイネルエンペラー,6,逃げ,1428.892,1,5.0,1.108,52.086,-1.278,-0.1791,0.7,0.06,1428.92,92.941,92.941,0.65
16,メイショウタバル,8,逃げ,1428.119,2,7.0,1.881,74.557,0.983,0.0456,0.7,0.12,1428.0,92.941,92.941,0.65
2,ミュージアムマイル,1,先行,1426.551,3,0.0,3.449,73.195,0.846,0.032,0.7,0.207,1426.28,92.941,92.941,0.65
3,シュガークン,2,先行,1425.729,4,1.24,4.271,52.467,-1.239,-0.1753,0.7,0.233,1425.8,92.941,92.941,0.65
4,ミクニインスパイア,2,先行,1425.384,5,1.0,4.616,62.769,-0.203,-0.0723,0.7,0.26,1425.32,92.941,92.941,0.65
5,クロワデュノール,3,先行,1425.252,6,2.24,4.748,84.154,1.5,0.1415,0.7,0.287,1424.84,92.941,92.941,0.65
17,レガレイラ,8,先行,1424.7,7,7.0,5.3,68.507,0.375,-0.0149,0.7,0.367,1424.5,92.941,92.941,0.65
7,ファミリータイム,4,先行,1424.567,8,3.24,5.433,60.592,-0.422,-0.0941,0.7,0.313,1424.5,92.941,92.941,0.65
9,コスモキュランダ,5,先行,1424.565,9,4.24,5.435,64.219,-0.057,-0.0578,0.7,0.34,1424.5,92.941,92.941,0.65
18,ミステリーウェイ,8,先行,1424.424,10,7.0,5.576,43.76,-1.5,-0.2624,0.7,0.393,1424.5,92.941,92.941,0.65
1,ダノンデサイル,1,差し,1421.815,11,0.24,8.185,79.175,1.448,0.0918,0.7,0.463,1421.669,92.941,92.941,0.65
10,ジューンテイク,5,差し,1420.945,12,4.0,9.055,67.114,0.234,-0.0289,0.7,0.506,1420.897,92.941,92.941,0.65
11,シンエンペラー,6,差し,1420.127,13,5.24,9.873,54.86,-0.998,-0.1514,0.7,0.549,1420.126,92.941,92.941,0.65
13,シェイクユアハート,7,差し,1419.402,14,6.24,10.598,67.357,0.259,-0.0264,0.7,0.591,1419.354,92.941,92.941,0.65
14,スティンガーグラス,7,差し,1418.607,15,6.0,11.393,61.121,-0.369,-0.0888,0.7,0.634,1418.583,92.941,92.941,0.65
15,マイユニバース,7,差し,1418.078,16,6.24,11.922,70.558,0.581,0.0056,0.7,0.677,1418.0,92.941,92.941,0.65
6,ビザンチンドリーム,3,追込,1415.37,17,2.0,14.63,58.422,-0.64,-0.1158,0.7,0.813,1415.36,92.941,92.941,0.65
8,タガノデュード,4,追込,1413.772,18,3.0,16.228,71.2,0.645,0.012,0.7,0.907,1413.68,92.941,92.941,0.65
12,マイネルエンペラー,6,逃げ,1450.886,1,5.0,1.114,52.086,-1.278,-0.1791,0.7,0.06,1450.92,94.371,94.371,0.66
16,メイショウタバル,8,逃げ,1450.143,2,7.0,1.857,74.557,0.983,0.0456,0.7,0.12,1450.0,94.371,94.371,0.66
2,ミュージアムマイル,1,先行,1448.606,3,0.0,3.394,73.195,0.846,0.032,0.7,0.207,1448.28,94.371,94.371,0.66
3,シュガークン,2,先行,1447.714,4,1.24,4.286,52.467,-1.239,-0.1753,0.7,0.233,1447.8,94.371,94.371,0.66
4,ミクニインスパイア,2,先行,1447.396,5,1.0,4.604,62.769,-0.203,-0.0723,0.7,0.26,1447.32,94.371,94.371,0.66
5,クロワデュノール,3,先行,1447.334,6,2.24,4.666,84.154,1.5,0.1415,0.7,0.287,1446.84,94.371,94.371,0.66
17,レガレイラ,8,先行,1446.74,7,7.0,5.26,68.507,0.375,-0.0149,0.7,0.367,1446.5,94.371,94.371,0.66
7,ファミリータイム,4,先行,1446.58,8,3.24,5.42,60.592,-0.422,-0.0941,0.7,0.313,1446.5,94.371,94.371,0.66
9,コスモキュランダ,5,先行,1446.578,9,4.24,5.422,64.219,-0.057,-0.0578,0.7,0.34,1446.5,94.371,94.371,0.66
18,ミステリーウェイ,8,先行,1446.408,10,7.0,5.592,43.76,-1.5,-0.2624,0.7,0.393,1446.5,94.371,94.371,0.66
1,ダノンデサイル,1,差し,1443.844,11,0.24,8.156,79.175,1.448,0.0918,0.7,0.463,1443.669,94.371,94.371,0.66
10,ジューンテイク,5,差し,1442.955,12,4.0,9.045,67.114,0.234,-0.0289,0.7,0.506,1442.897,94.371,94.371,0.66
11,シンエンペラー,6,差し,1442.127,13,5.24,9.873,54.86,-0.998,-0.1514,0.7,0.549,1442.126,94.371,94.371,0.66
13,シェイクユアハート,7,差し,1441.412,14,6.24,10.588,67.357,0.259,-0.0264,0.7,0.591,1441.354,94.371,94.371,0.66
14,スティンガーグラス,7,差し,1440.612,15,6.0,11.388,61.121,-0.369,-0.0888,0.7,0.634,1440.583,94.371,94.371,0.66
15,マイユニバース,7,差し,1440.093,16,6.24,11.907,70.558,0.581,0.0056,0.7,0.677,1440.0,94.371,94.371,0.66
6,ビザンチンドリーム,3,追込,1437.372,17,2.0,14.628,58.422,-0.64,-0.1158,0.7,0.813,1437.36,94.371,94.371,0.66
8,タガノデュード,4,追込,1435.79,18,3.0,16.21,71.2,0.645,0.012,0.7,0.907,1435.68,94.371,94.371,0.66
12,マイネルエンペラー,6,逃げ,1472.881,1,5.0,1.119,52.086,-1.278,-0.1791,0.7,0.06,1472.92,95.8,95.8,0.67
16,メイショウタバル,8,逃げ,1472.167,2,7.0,1.833,74.557,0.983,0.0456,0.7,0.12,1472.0,95.8,95.8,0.67
2,ミュージアムマイル,1,先行,1470.66,3,0.0,3.34,73.195,0.846,0.032,0.7,0.207,1470.28,95.8,95.8,0.67
3,シュガークン,2,先行,1469.7,4,1.24,4.3,52.467,-1.239,-0.1753,0.7,0.233,1469.8,95.8,95.8,0.67
5,クロワデュノール,3,先行,1469.416,5,2.24,4.584,84.154,1.5,0.1415,0.7,0.287,1468.84,95.8,95.8,0.67
4,ミクニインスパイア,2,先行,1469.409,6,1.0,4.591,62.769,-0.203,-0.0723,0.7,0.26,1469.32,95.8,95.8,0.67
17,レガレイラ,8,先行,1468.78,7,7.0,5.22,68.507,0.375,-0.0149,0.7,0.367,1468.5,95.8,95.8,0.67
7,ファミリータイム,4,先行,1468.594,8,3.24,5.406,60.592,-0.422,-0.0941,0.7,0.313,1468.5,95.8,95.8,0.67
9,コスモキュランダ,5,先行,1468.591,9,4.24,5.409,64.219,-0.057,-0.0578,0.7,0.34,1468.5,95.8,95.8,0.67
18,ミステリーウェイ,8,先行,1468.393,10,7.0,5.607,43.76,-1.5,-0.2624,0.7,0.393,1468.5,95.8,95.8,0.67
1,ダノンデサイル,1,差し,1465.873,11,0.24,8.127,79.175,1.448,0.0918,0.7,0.463,1465.669,95.8,95.8,0.67
10,ジューンテイク,5,差し,1464.964,12,4.0,9.036,67.114,0.234,-0.0289,0.7,0.506,1464.897,95.8,95.8,0.67
11,シンエンペラー,6,差し,1464.128,13,5.24,9.872,54.86,-0.998,-0.1514,0.7,0.549,1464.126,95.8,95.8,0.67
13,シェイクユアハート,7,差し,1463.421,14,6.24,10.579,67.357,0.259,-0.0264,0.7,0.591,1463.354,95.8,95.8,0.67
14,スティンガーグラス,7,差し,1462.616,15,6.0,11.384,61.121,-0.369,-0.0888,0.7,0.634,1462.583,95.8,95.8,0.67
15,マイユニバース,7,差し,1462.109,16,6.24,11.891,70.558,0.581,0.0056,0.7,0.677,1462.0,95.8,95.8,0.67
6,ビザンチンドリーム,3,追込,1459.374,17,2.0,14.626,58.422,-0.64,-0.1158,0.7,0.813,1459.36,95.8,95.8,0.67
8,タガノデュード,4,追込,1457.808,18,3.0,16.192,71.2,0.645,0.012,0.7,0.907,1457.68,95.8,95.8,0.67
12,マイネルエンペラー,6,逃げ,1494.875,1,5.0,1.125,52.086,-1.278,-0.1791,0.7,0.06,1494.92,97.23,97.23,0.68
16,メイショウタバル,8,逃げ,1494.19,2,7.0,1.81,74.557,0.983,0.0456,0.7,0.12,1494.0,97.23,97.23,0.68
2,ミュージアムマイル,1,先行,1492.714,3,0.0,3.286,73.195,0.846,0.032,0.7,0.207,1492.28,97.23,97.23,0.68
3,シュガークン,2,先行,1491.686,4,1.24,4.314,52.467,-1.239,-0.1753,0.7,0.233,1491.8,97.23,97.23,0.68
5,クロワデュノール,3,先行,1491.499,5,2.24,4.501,84.154,1.5,0.1415,0.7,0.287,1490.84,97.23,97.23,0.68
4,ミクニインスパイア,2,先行,1491.422,6,1.0,4.578,62.769,-0.203,-0.0723,0.7,0.26,1491.32,97.23,97.23,0.68
17,レガレイラ,8,先行,1490.82,7,7.0,5.18,68.507,0.375,-0.0149,0.7,0.367,1490.5,97.23,97.23,0.68
7,ファミリータイム,4,先行,1490.607,8,3.24,5.393,60.592,-0.422,-0.0941,0.7,0.313,1490.5,97.23,97.23,0.68
9,コスモキュランダ,5,先行,1490.604,9,4.24,5.396,64.219,-0.057,-0.0578,0.7,0.34,1490.5,97.23,97.23,0.68
18,ミステリーウェイ,8,先行,1490.378,10,7.0,5.622,43.76,-1.5,-0.2624,0.7,0.393,1490.5,97.23,97.23,0.68
1,ダノンデサイル,1,差し,1487.903,11,0.24,8.097,79.175,1.448,0.0918,0.7,0.463,1487.669,97.23,97.23,0.68
10,ジューンテイク,5,差し,1486.974,12,4.0,9.026,67.114,0.234,-0.0289,0.7,0.506,1486.897,97.23,97.23,0.68
11,シンエンペラー,6,差し,1486.128,13,5.24,9.872,54.86,-0.998,-0.1514,0.7,0.549,1486.126,97.23,97.23,0.68
13,シェイクユアハート,7,差し,1485.431,14,6.24,10.569,67.357,0.259,-0.0264,0.7,0.591,1485.354,97.23,97.23,0.68
14,スティンガーグラス,7,差し,1484.621,15,6.0,11.379,61.121,-0.369,-0.0888,0.7,0.634,1484.583,97.23,97.23,0.68
15,マイユニバース,7,差し,1484.124,16,6.24,11.876,70.558,0.581,0.0056,0.7,0.677,1484.0,97.23,97.23,0.68
6,ビザンチンドリーム,3,追込,1481.376,17,2.0,14.624,58.422,-0.64,-0.1158,0.7,0.813,1481.36,97.23,97.23,0.68
8,タガノデュード,4,追込,1479.826,18,3.0,16.174,71.2,0.645,0.012,0.7,0.907,1479.68,97.23,97.23,0.68
12,マイネルエンペラー,6,逃げ,1516.869,1,5.0,1.131,52.086,-1.278,-0.1791,0.7,0.06,1516.92,98.66,98.66,0.69
16,メイショウタバル,8,逃げ,1516.214,2,7.0,1.786,74.557,0.983,0.0456,0.7,0.12,1516.0,98.66,98.66,0.69
2,ミュージアムマイル,1,先行,1514.768,3,0.0,3.232,73.195,0.846,0.032,0.7,0.207,1514.28,98.66,98.66,0.69
3,シュガークン,2,先行,1513.672,4,1.24,4.328,52.467,-1.239,-0.1753,0.7,0.233,1513.8,98.66,98.66,0.69
5,クロワデュノール,3,先行,1513.581,5,2.24,4.419,84.154,1.5,0.1415,0.7,0.287,1512.84,98.66,98.66,0.69
4,ミクニインスパイア,2,先行,1513.434,6,1.0,4.566,62.769,-0.203,-0.0723,0.7,0.26,1513.32,98.66,98.66,0.69
17,レガレイラ,8,先行,1512.861,7,7.0,5.139,68.507,0.375,-0.0149,0.7,0.367,1512.5,98.66,98.66,0.69
7,ファミリータイム,4,先行,1512.621,8,3.24,5.379,60.592,-0.422,-0.0941,0.7,0.313,1512.5,98.66,98.66,0.69
9,コスモキュランダ,5,先行,1512.617,9,4.24,5.383,64.219,-0.057,-0.0578,0.7,0.34,1512.5,98.66,98.66,0.69
18,ミステリーウェイ,8,先行,1512.363,10,7.0,5.637,43.76,-1.5,-0.2624,0.7,0.393,1512.5,98.66,98.66,0.69
1,ダノンデサイル,1,差し,1509.932,11,0.24,8.068,79.175,1.448,0.0918,0.7,0.463,1509.669,98.66,98.66,0.69
10,ジューンテイク,5,差し,1508.983,12,4.0,9.017,67.114,0.234,-0.0289,0.7,0.506,1508.897,98.66,98.66,0.69
11,シンエンペラー,6,差し,1508.128,13,5.24,9.872,54.86,-0.998,-0.1514,0.7,0.549,1508.126,98.66,98.66,0.69
13,シェイクユアハート,7,差し,1507.44,14,6.24,10.56,67.357,0.259,-0.0264,0.7,0.591,1507.354,98.66,98.66,0.69
14,スティンガーグラス,7,差し,1506.626,15,6.0,11.374,61.121,-0.369,-0.0888,0.7,0.634,1506.583,98.66,98.66,0.69
15,マイユニバース,7,差し,1506.14,16,6.24,11.86,70.558,0.581,0.0056,0.7,0.677,1506.0,98.66,98.66,0.69
6,ビザンチンドリーム,3,追込,1503.378,17,2.0,14.622,58.422,-0.64,-0.1158,0.7,0.813,1503.36,98.66,98.66,0.69
8,タガノデュード,4,追込,1501.845,18,3.0,16.155,71.2,0.645,0.012,0.7,0.907,1501.68,98.66,98.66,0.69
12,マイネルエンペラー,6,逃げ,1538.864,1,5.0,1.136,52.086,-1.278,-0.1791,0.7,0.06,1538.92,100.09,100.09,0.7
16,メイショウタバル,8,逃げ,1538.238,2,7.0,1.762,74.557,0.983,0.0456,0.7,0.12,1538.0,100.09,100.09,0.7
2,ミュージアムマイル,1,先行,1536.823,3,0.0,3.177,73.195,0.846,0.032,0.7,0.207,1536.28,100.09,100.09,0.7
5,クロワデュノール,3,先行,1535.663,4,2.24,4.337,84.154,1.5,0.1415,0.7,0.287,1534.84,100.09,100.09,0.7
3,シュガークン,2,先行,1535.657,5,1.24,4.343,52.467,-1.239,-0.1753,0.7,0.233,1535.8,100.09,100.09,0.7
4,ミクニインスパイア,2,先行,1535.447,6,1.0,4.553,62.769,-0.203,-0.0723,0.7,0.26,1535.32,100.09,100.09,0.7
17,レガレイラ,8,先行,1534.901,7,7.0,5.099,68.507,0.375,-0.0149,0.7,0.367,1534.5,100.09,100.09,0.7
7,ファミリータイム,4,先行,1534.634,8,3.24,5.366,60.592,-0.422,-0.0941,0.7,0.313,1534.5,100.09,100.09,0.7
9,コスモキュランダ,5,先行,1534.63,9,4.24,5.37,64.219,-0.057,-0.0578,0.7,0.34,1534.5,100.09,100.09,0.7
18,ミステリーウェイ,8,先行,1534.347,10,7.0,5.653,43.76,-1.5,-0.2624,0.7,0.393,1534.5,100.09,100.09,0.7
1,ダノンデサイル,1,差し,1531.961,11,0.24,8.039,79.175,1.448,0.0918,0.7,0.463,1531.669,100.09,100.09,0.7
10,ジューンテイク,5,差し,1530.993,12,4.0,9.007,67.114,0.234,-0.0289,0.7,0.506,1530.897,100.09,100.09,0.7
11,シンエンペラー,6,差し,1530.128,13,5.24,9.872,54.86,-0.998,-0.1514,0.7,0.549,1530.126,100.09,100.09,0.7
13,シェイクユアハート,7,差し,1529.45,14,6.24,10.55,67.357,0.259,-0.0264,0.7,0.591,1529.354,100.09,100.09,0.7
14,スティンガーグラス,7,差し,1528.631,15,6.0,11.369,61.121,-0.369,-0.0888,0.7,0.634,1528.583,100.09,100.09,0.7
15,マイユニバース,7,差し,1528.156,16,6.24,11.844,70.558,0.581,0.0056,0.7,0.677,1528.0,100.09,100.09,0.7
6,ビザンチンドリーム,3,追込,1525.38,17,2.0,14.62,58.422,-0.64,-0.1158,0.7,0.813,1525.36,100.09,100.09,0.7
8,タガノデュード,4,追込,1523.863,18,3.0,16.137,71.2,0.645,0.012,0.7,0.907,1523.68,100.09,100.09,0.7
12,マイネルエンペラー,6,逃げ,1560.858,1,5.0,1.142,52.086,-1.278,-0.1791,0.7,0.06,1560.92,101.52,101.52,0.71
16,メイショウタバル,8,逃げ,1560.262,2,7.0,1.738,74.557,0.983,0.0456,0.7,0.12,1560.0,101.52,101.52,0.71
2,ミュージアムマイル,1,先行,1558.877,3,0.0,3.123,73.195,0.846,0.032,0.7,0.207,1558.28,101.52,101.52,0.71
5,クロワデュノール,3,先行,1557.746,4,2.24,4.254,84.154,1.5,0.1415,0.7,0.287,1556.84,101.52,101.52,0.71
3,シュガークン,2,先行,1557.643,5,1.24,4.357,52.467,-1.239,-0.1753,0.7,0.233,1557.8,101.52,101.52,0.71
4,ミクニインスパイア,2,先行,1557.46,6,1.0,4.54,62.769,-0.203,-0.0723,0.7,0.26,1557.32,101.52,101.52,0.71
17,レガレイラ,8,先行,1556.941,7,7.0,5.059,68.507,0.375,-0.0149,0.7,0.367,1556.5,101.52,101.52,0.71
7,ファミリータイム,4,先行,1556.648,8,3.24,5.352,60.592,-0.422,-0.0941,0.7,0.313,1556.5,101.52,101.52,0.71
9,コスモキュランダ,5,先行,1556.643,9,4.24,5.357,64.219,-0.057,-0.0578,0.7,0.34,1556.5,101.52,101.52,0.71
18,ミステリーウェイ,8,先行,1556.332,10,7.0,5.668,43.76,-1.5,-0.2624,0.7,0.393,1556.5,101.52,101.52,0.71
1,ダノンデサイル,1,差し,1553.99,11,0.24,8.01,79.175,1.448,0.0918,0.7,0.463,1553.669,101.52,101.52,0.71
10,ジューンテイク,5,差し,1553.002,12,4.0,8.998,67.114,0.234,-0.0289,0.7,0.506,1552.897,101.52,101.52,0.71
11,シンエンペラー,6,差し,1552.129,13,5.24,9.871,54.86,-0.998,-0.1514,0.7,0.549,1552.126,101.52,101.52,0.71
13,シェイクユアハート,7,差し,1551.459,14,6.24,10.541,67.357,0.259,-0.0264,0.7,0.591,1551.354,101.52,101.52,0.71
14,スティンガーグラス,7,差し,1550.636,15,6.0,11.364,61.121,-0.369,-0.0888,0.7,0.634,1550.583,101.52,101.52,0.71
15,マイユニバース,7,差し,1550.171,16,6.24,11.829,70.558,0.581,0.0056,0.7,0.677,1550.0,101.52,101.52,0.71
6,ビザンチンドリーム,3,追込,1547.382,17,2.0,14.618,58.422,-0.64,-0.1158,0.7,0.813,1547.36,101.52,101.52,0.71
8,タガノデュード,4,追込,1545.881,18,3.0,16.119,71.2,0.645,0.012,0.7,0.907,1545.68,101.52,101.52,0.71
12,マイネルエンペラー,6,逃げ,1582.852,1,5.0,1.148,52.086,-1.278,-0.1791,0.7,0.06,1582.92,102.95,102.95,0.72
16,メイショウタバル,8,逃げ,1582.286,2,7.0,1.714,74.557,0.983,0.0456,0.7,0.12,1582.0,102.95,102.95,0.72
2,ミュージアムマイル,1,先行,1580.931,3,0.0,3.069,73.195,0.846,0.032,0.7,0.207,1580.28,102.95,102.95,0.72
5,クロワデュノール,3,先行,1579.828,4,2.24,4.172,84.154,1.5,0.1415,0.7,0.287,1578.84,102.95,102.95,0.72
3,シュガークン,2,先行,1579.629,5,1.24,4.371,52.467,-1.239,-0.1753,0.7,0.233,1579.8,102.95,102.95,0.72
4,ミクニインスパイア,2,先行,1579.473,6,1.0,4.527,62.769,-0.203,-0.0723,0.7,0.26,1579.32,102.95,102.95,0.72
17,レガレイラ,8,先行,1578.981,7,7.0,5.019,68.507,0.375,-0.0149,0.7,0.367,1578.5,102.95,102.95,0.72
7,ファミリータイム,4,先行,1578.661,8,3.24,5.339,60.592,-0.422,-0.0941,0.7,0.313,1578.5,102.95,102.95,0.72
9,コスモキュランダ,5,先行,1578.656,9,4.24,5.344,64.219,-0.057,-0.0578,0.7,0.34,1578.5,102.95,102.95,0.72
18,ミステリーウェイ,8,先行,1578.317,10,7.0,5.683,43.76,-1.5,-0.2624,0.7,0.393,1578.5,102.95,102.95,0.72
1,ダノンデサイル,1,差し,1576.02,11,0.24,7.98,79.175,1.448,0.0918,0.7,0.463,1575.669,102.95,102.95,0.72
10,ジューンテイク,5,差し,1575.012,12,4.0,8.988,67.114,0.234,-0.0289,0.7,0.506,1574.897,102.95,102.95,0.72
11,シンエンペラー,6,差し,1574.129,13,5.24,9.871,54.86,-0.998,-0.1514,0.7,0.549,1574.126,102.95,102.95,0.72
13,シェイクユアハート,7,差し,1573.469,14,6.24,10.531,67.357,0.259,-0.0264,0.7,0.591,1573.354,102.95,102.95,0.72
14,スティンガーグラス,7,差し,1572.64,15,6.0,11.36,61.121,-0.369,-0.0888,0.7,0.634,1572.583,102.95,102.95,0.72
15,マイユニバース,7,差し,1572.187,16,6.24,11.813,70.558,0.581,0.0056,0.7,0.677,1572.0,102.95,102.95,0.72
6,ビザンチンドリーム,3,追込,1569.383,17,2.0,14.617,58.422,-0.64,-0.1158,0.7,0.813,1569.36,102.95,102.95,0.72
